School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON
Providence,31,19,12,0.613,13.45,8.19,12,6,13,3,5,6,71.41935483870968,66.16129032258064,1245,24.64516129032258,59.74193548387097,0.413,7.258064516129032,21.870967741935484,0.332,14.870967741935484,21.419354838709676,0.694,24.70967741935484,13.096774193548388,37.806451612903224,14.35483870967742,8.290322580645162,3.2903225806451615,13.451612903225806,18.741935483870968,69.6,102.3,0.359,0.366,0.511,51.6,58.2,11.9,9.6,0.473,16.1,33.7,0.249,,
Purdue,31,16,15,0.516,16.3,10.76,9,11,11,5,4,8,68.19354838709677,62.645161290322584,1270,25.161290322580644,60.225806451612904,0.418,7.193548387096774,21.774193548387096,0.33,10.67741935483871,15.548387096774194,0.687,24.193548387096776,12.709677419354838,36.903225806451616,13.64516129032258,6.516129032258065,3.5161290322580645,11.516129032258064,17.548387096774192,64.7,102.9,0.258,0.362,0.504,53.0,54.2,9.8,11.3,0.478,14.6,34.9,0.177,,
Purdue-Fort Wayne,33,14,19,0.424,-7.87,-3.2,6,10,10,5,3,13,68.51515151515152,70.3030303030303,1320,25.151515151515152,58.93939393939394,0.427,8.303030303030303,26.272727272727273,0.316,9.909090909090908,14.787878787878787,0.67,25.0,10.303030303030303,35.303030303030305,12.636363636363637,7.424242424242424,2.696969696969697,13.818181818181818,15.757575757575758,69.5,98.6,0.251,0.446,0.519,51.3,50.2,10.7,8.3,0.497,17.3,28.5,0.168,,
Quinnipiac,30,15,15,0.5,-7.66,-6.53,10,10,9,5,5,9,69.6,70.73333333333333,1200,23.566666666666666,56.5,0.417,10.333333333333334,28.966666666666665,0.357,12.133333333333333,15.933333333333334,0.762,27.133333333333333,9.233333333333333,36.36666666666667,13.633333333333333,4.566666666666666,3.7333333333333334,13.7,15.2,68.9,101.0,0.282,0.513,0.543,51.2,57.9,6.6,9.3,0.509,17.6,26.9,0.215,,
Radford,32,21,11,0.656,-2.67,-5.71,15,3,11,4,9,6,71.9375,66.09375,1285,26.28125,56.65625,0.464,7.84375,22.09375,0.355,11.53125,17.96875,0.642,25.8125,10.625,36.4375,13.34375,5.3125,2.125,10.6875,17.53125,65.0,110.2,0.317,0.39,0.552,53.1,50.8,8.1,7.1,0.533,14.1,31.5,0.204,,
Rhode Island,30,21,9,0.7,9.25,4.78,13,5,12,3,8,5,73.33333333333333,68.86666666666666,1210,26.1,61.7,0.423,5.666666666666667,17.966666666666665,0.315,15.466666666666667,22.866666666666667,0.676,26.766666666666666,11.966666666666667,38.733333333333334,12.6,8.4,3.8666666666666667,11.833333333333334,17.3,71.8,101.2,0.371,0.291,0.505,50.5,48.3,11.6,10.3,0.469,14.0,30.4,0.251,,
Rice,32,15,17,0.469,-3.09,-0.76,7,11,8,7,5,8,73.84375,74.21875,1280,25.0,57.84375,0.432,9.90625,29.1875,0.339,13.9375,19.34375,0.721,26.5,9.09375,35.59375,14.1875,5.9375,2.09375,13.34375,16.375,71.4,103.5,0.334,0.505,0.551,49.7,56.8,8.3,5.7,0.518,16.6,25.5,0.241,,
Richmond,31,24,7,0.774,11.31,2.76,14,4,14,2,9,3,75.3225806451613,66.7741935483871,1250,27.322580645161292,58.61290322580645,0.466,8.03225806451613,22.193548387096776,0.362,12.64516129032258,16.29032258064516,0.776,27.096774193548388,7.548387096774194,34.645161290322584,15.516129032258064,8.129032258064516,2.5161290322580645,10.903225806451612,15.451612903225806,69.3,107.9,0.278,0.379,0.568,49.4,56.8,11.6,7.4,0.535,14.1,22.6,0.216,,
Rider,30,18,12,0.6,-3.09,-5.49,12,8,11,1,5,11,71.73333333333333,69.33333333333333,1200,25.166666666666668,57.5,0.438,6.133333333333334,19.133333333333333,0.321,15.266666666666667,23.466666666666665,0.651,27.366666666666667,10.933333333333334,38.3,13.033333333333333,6.733333333333333,2.6,14.066666666666666,17.4,71.8,99.9,0.408,0.333,0.522,53.4,51.8,9.4,7.9,0.491,17.0,30.6,0.266,,
Robert Morris,34,20,14,0.588,-4.73,-6.33,13,5,12,3,7,11,69.79411764705883,67.05882352941177,1360,25.705882352941178,57.88235294117647,0.444,8.352941176470589,23.029411764705884,0.363,10.029411764705882,14.941176470588236,0.671,23.323529411764707,10.235294117647058,33.55882352941177,16.529411764705884,6.411764705882353,2.0,12.735294117647058,16.647058823529413,67.5,103.4,0.258,0.398,0.537,49.6,64.3,9.5,5.8,0.516,16.4,29.4,0.173,,
Rutgers,31,20,11,0.645,15.72,9.68,11,9,18,1,2,8,69.93548387096774,62.645161290322584,1250,26.612903225806452,59.58064516129032,0.447,5.548387096774194,17.870967741935484,0.31,11.161290322580646,17.322580645161292,0.644,28.387096774193548,11.774193548387096,40.16129032258065,12.709677419354838,6.548387096774194,4.580645161290323,12.225806451612904,16.774193548387096,67.7,102.5,0.291,0.3,0.516,54.0,47.8,9.6,13.6,0.493,15.3,32.4,0.187,,
Sacramento State,30,16,14,0.533,-2.08,-2.76,8,12,10,4,4,10,63.166666666666664,59.7,1200,22.833333333333332,55.0,0.415,5.033333333333333,15.633333333333333,0.322,12.466666666666667,17.333333333333332,0.719,23.633333333333333,11.166666666666666,34.8,12.633333333333333,6.9,4.0,12.366666666666667,17.566666666666666,64.5,97.9,0.315,0.284,0.499,52.9,55.3,10.7,11.3,0.461,16.4,32.7,0.227,,
Sacred Heart,33,20,13,0.606,-4.75,-7.4,12,6,9,4,10,8,73.33333333333333,69.42424242424242,1320,25.545454545454547,59.42424242424242,0.43,7.606060606060606,23.272727272727273,0.327,14.636363636363637,19.939393939393938,0.734,28.060606060606062,13.181818181818182,41.24242424242424,13.181818181818182,4.96969696969697,4.0606060606060606,13.909090909090908,15.818181818181818,69.9,104.9,0.336,0.392,0.532,54.7,51.6,7.1,9.8,0.494,16.8,36.2,0.246,,
Saint Francis (PA),32,22,10,0.688,-2.05,-6.5,13,5,13,2,8,8,77.65625,71.8125,1285,28.09375,60.09375,0.467,6.375,17.71875,0.36,15.09375,20.125,0.75,25.125,11.03125,36.15625,11.6875,7.0,2.6875,12.1875,16.65625,70.3,110.0,0.335,0.295,0.557,52.2,41.6,9.9,7.5,0.521,14.9,32.3,0.251,,
Saint Joseph's,32,6,26,0.188,-5.54,4.93,2,16,4,10,2,12,69.0,79.46875,1285,23.78125,60.6875,0.392,8.96875,30.1875,0.297,12.46875,17.6875,0.705,24.84375,10.21875,35.0625,12.5,4.71875,2.8125,12.9375,17.34375,71.3,96.5,0.291,0.497,0.499,47.3,52.6,6.6,6.8,0.466,15.8,26.1,0.205,,
Saint Louis,31,23,8,0.742,9.41,3.07,12,6,15,3,6,4,71.70967741935483,65.16129032258064,1255,26.419354838709676,58.193548387096776,0.454,5.354838709677419,15.741935483870968,0.34,13.516129032258064,23.322580645161292,0.58,27.322580645161292,12.419354838709678,39.74193548387097,14.516129032258064,7.483870967741935,4.193548387096774,12.774193548387096,18.35483870967742,68.7,103.1,0.401,0.271,0.518,54.6,54.9,10.8,12.6,0.5,15.6,34.0,0.232,,
Saint Mary's (CA),34,26,8,0.765,12.27,5.24,11,5,14,3,6,3,75.26470588235294,66.94117647058823,1400,27.11764705882353,56.61764705882353,0.479,8.117647058823529,20.5,0.396,12.911764705882353,17.11764705882353,0.754,24.38235294117647,7.647058823529412,32.029411764705884,11.882352941176471,6.588235294117647,2.0,9.882352941176471,16.529411764705884,65.0,112.4,0.302,0.362,0.581,51.4,43.8,9.8,5.3,0.551,13.2,25.1,0.228,,
Saint Peter's,30,18,12,0.6,-3.67,-5.9,14,6,11,3,6,9,66.33333333333333,64.1,1205,22.466666666666665,55.5,0.405,6.166666666666667,18.033333333333335,0.342,15.233333333333333,21.066666666666666,0.723,24.9,12.533333333333333,37.43333333333333,10.533333333333333,7.433333333333334,4.6,16.066666666666666,20.966666666666665,68.6,96.3,0.38,0.325,0.506,53.9,46.9,10.8,13.6,0.46,19.7,35.6,0.274,,
Sam Houston State,31,18,13,0.581,-5.17,-6.5,11,9,12,3,6,10,77.96774193548387,72.41935483870968,1265,28.193548387096776,62.483870967741936,0.451,7.612903225806452,22.258064516129032,0.342,13.96774193548387,18.838709677419356,0.741,24.032258064516128,10.161290322580646,34.193548387096776,15.838709677419354,9.258064516129032,2.935483870967742,14.290322580645162,20.70967741935484,74.4,102.7,0.301,0.356,0.546,49.4,56.2,12.2,9.0,0.512,16.7,28.8,0.224,,
Samford,33,10,23,0.303,-13.13,-1.13,4,14,7,8,3,14,74.18181818181819,82.15151515151516,1330,26.12121212121212,60.484848484848484,0.432,6.636363636363637,19.939393939393938,0.333,15.303030303030303,20.575757575757574,0.744,25.939393939393938,10.666666666666666,36.60606060606061,11.848484848484848,7.03030303030303,3.3333333333333335,15.545454545454545,16.181818181818183,74.6,98.7,0.34,0.33,0.528,48.4,45.4,9.4,9.2,0.487,18.1,28.6,0.253,,
San Diego,32,9,23,0.281,-3.52,4.35,2,14,6,9,3,10,65.65625,72.46875,1295,23.75,57.59375,0.412,6.125,19.78125,0.31,12.03125,17.875,0.673,24.28125,8.90625,33.1875,12.09375,5.8125,3.34375,14.5,18.15625,70.9,91.5,0.31,0.343,0.497,48.5,50.9,8.1,8.3,0.466,18.0,25.5,0.209,,
San Diego State,32,30,2,0.938,18.38,3.93,17,1,14,1,11,0,74.84375,59.46875,1280,26.625,56.875,0.468,9.09375,23.90625,0.38,12.5,16.21875,0.771,25.75,9.28125,35.03125,14.78125,6.90625,2.75,10.75,16.6875,66.1,113.3,0.285,0.42,0.579,52.5,55.5,10.5,8.9,0.548,14.3,28.9,0.22,,
San Francisco,34,22,12,0.647,8.56,3.84,9,7,12,5,7,6,74.88235294117646,68.79411764705883,1375,26.647058823529413,60.294117647058826,0.442,8.823529411764707,26.441176470588236,0.334,12.764705882352942,17.735294117647058,0.72,25.735294117647058,10.558823529411764,36.294117647058826,12.058823529411764,7.029411764705882,3.1176470588235294,12.117647058823529,17.647058823529413,69.2,107.1,0.294,0.439,0.545,52.4,45.3,10.1,7.8,0.515,15.0,29.6,0.212,,
San Jose State,31,7,24,0.226,-7.55,5.15,3,15,6,10,1,12,69.90322580645162,81.38709677419355,1245,23.483870967741936,60.354838709677416,0.389,8.290322580645162,27.774193548387096,0.298,14.64516129032258,20.451612903225808,0.716,24.93548387096774,9.741935483870968,34.67741935483871,13.03225806451613,6.419354838709677,3.2903225806451615,13.870967741935484,18.29032258064516,74.1,93.9,0.339,0.46,0.499,46.0,55.5,8.6,8.1,0.458,16.5,24.5,0.243,,
Santa Clara,33,20,13,0.606,1.95,0.63,6,10,16,5,3,7,75.6969696969697,71.66666666666667,1325,26.575757575757574,57.515151515151516,0.462,7.545454545454546,21.333333333333332,0.354,15.0,20.21212121212121,0.742,26.87878787878788,7.303030303030303,34.18181818181818,15.363636363636363,6.848484848484849,3.3333333333333335,13.424242424242424,20.242424242424242,73.0,103.4,0.351,0.371,0.564,48.9,57.8,9.4,8.5,0.528,16.7,21.7,0.261,,
Seattle,29,14,15,0.483,-3.95,-3.91,7,7,9,4,3,10,75.06896551724138,72.75862068965517,1185,25.20689655172414,62.06896551724138,0.406,7.206896551724138,23.413793103448278,0.308,17.448275862068964,22.517241379310345,0.775,25.06896551724138,10.379310344827585,35.44827586206897,10.89655172413793,5.896551724137931,3.103448275862069,10.241379310344827,20.03448275862069,71.4,103.0,0.363,0.377,0.516,48.9,43.2,8.1,8.3,0.464,12.3,27.4,0.281,,
Seton Hall,30,21,9,0.7,16.75,9.95,13,5,11,4,8,4,74.7,67.9,1200,26.1,58.46666666666667,0.446,7.933333333333334,23.7,0.335,14.566666666666666,20.366666666666667,0.715,26.833333333333332,10.266666666666667,37.1,14.566666666666666,7.0,5.8,13.266666666666667,18.566666666666666,71.0,105.3,0.348,0.405,0.548,50.3,55.8,9.9,14.9,0.514,16.3,29.2,0.249,,
Siena,30,20,10,0.667,-1.13,-5.66,15,5,14,0,5,10,72.23333333333333,67.7,1215,25.666666666666668,55.96666666666667,0.459,6.6,18.6,0.355,14.3,20.3,0.704,25.833333333333332,10.7,36.53333333333333,13.366666666666667,5.333333333333333,3.066666666666667,12.966666666666667,16.5,67.1,106.3,0.363,0.332,0.55,53.5,52.1,7.8,8.1,0.518,16.5,31.9,0.256,,
South Alabama,31,20,11,0.645,0.08,-1.03,13,7,11,5,7,5,71.25806451612904,67.48387096774194,1245,25.225806451612904,53.61290322580645,0.471,5.354838709677419,16.193548387096776,0.331,15.451612903225806,21.322580645161292,0.725,24.516129032258064,8.35483870967742,32.87096774193548,11.161290322580646,7.67741935483871,3.7096774193548385,12.064516129032258,16.096774193548388,67.1,105.8,0.398,0.302,0.559,49.3,44.2,11.4,12.1,0.52,15.9,26.5,0.288,,
South Carolina,31,18,13,0.581,10.27,6.43,10,8,12,5,6,6,73.38709677419355,69.54838709677419,1245,26.838709677419356,60.96774193548387,0.44,5.612903225806452,18.096774193548388,0.31,14.096774193548388,22.451612903225808,0.628,25.419354838709676,11.935483870967742,37.354838709677416,14.35483870967742,7.741935483870968,4.32258064516129,13.129032258064516,23.322580645161292,72.5,100.8,0.368,0.297,0.512,51.3,53.5,10.6,13.3,0.486,15.5,32.1,0.231,,
South Carolina State,29,11,18,0.379,-16.01,-9.27,6,10,8,5,3,12,70.24137931034483,75.17241379310344,1185,24.310344827586206,55.793103448275865,0.436,5.0344827586206895,16.655172413793103,0.302,16.586206896551722,22.17241379310345,0.748,24.96551724137931,10.379310344827585,35.3448275862069,11.310344827586206,4.551724137931035,1.8275862068965518,14.413793103448276,18.655172413793103,69.1,99.5,0.397,0.299,0.53,51.5,46.5,6.4,4.9,0.481,17.9,30.3,0.297,,
South Carolina Upstate,33,13,20,0.394,-13.58,-6.06,7,11,9,6,4,13,69.27272727272727,74.54545454545455,1320,24.575757575757574,57.90909090909091,0.424,6.787878787878788,21.12121212121212,0.321,13.333333333333334,19.424242424242426,0.686,23.333333333333332,9.636363636363637,32.96969696969697,12.575757575757576,5.909090909090909,2.4242424242424243,12.424242424242424,19.0,69.8,99.3,0.335,0.365,0.516,47.4,51.2,8.5,7.2,0.483,15.6,26.3,0.23,,
South Dakota,32,20,12,0.625,-1.74,-3.84,10,6,13,2,5,8,79.59375,74.1875,1280,27.78125,56.40625,0.493,7.28125,18.625,0.391,16.75,22.1875,0.755,26.40625,6.25,32.65625,13.875,4.5625,2.6875,10.59375,17.53125,71.4,111.4,0.393,0.33,0.594,50.5,49.9,6.4,7.0,0.557,13.7,20.2,0.297,,
South Dakota State,32,22,10,0.688,2.29,-4.24,13,3,16,0,6,9,77.90625,70.5,1295,28.5625,58.15625,0.491,7.34375,21.15625,0.347,13.4375,19.0,0.707,28.8125,9.4375,38.25,14.25,5.0,3.3125,12.96875,16.65625,69.8,110.3,0.327,0.364,0.58,53.1,49.9,7.1,8.5,0.554,16.2,28.9,0.231,,
South Florida,31,14,17,0.452,5.15,5.18,7,11,10,7,3,6,62.67741935483871,62.70967741935484,1250,21.677419354838708,53.354838709677416,0.406,6.32258064516129,20.483870967741936,0.309,13.0,20.0,0.65,22.548387096774192,11.35483870967742,33.903225806451616,10.161290322580646,7.548387096774194,2.032258064516129,14.64516129032258,17.548387096774192,65.5,95.0,0.375,0.384,0.499,52.0,46.9,11.4,6.8,0.466,18.9,32.4,0.244,,
Southeast Missouri State,31,7,24,0.226,-14.57,-5.29,3,15,6,7,0,16,66.25806451612904,74.41935483870968,1245,23.225806451612904,55.70967741935484,0.417,6.161290322580645,19.225806451612904,0.32,13.64516129032258,19.741935483870968,0.691,23.903225806451612,9.225806451612904,33.12903225806452,11.387096774193548,5.193548387096774,2.064516129032258,13.35483870967742,18.612903225806452,68.8,95.9,0.354,0.345,0.509,47.8,49.0,7.5,5.8,0.472,17.0,25.5,0.245,,
Southeastern Louisiana,31,8,23,0.258,-16.11,-5.72,5,15,6,8,2,14,69.58064516129032,78.35483870967742,1255,25.129032258064516,60.41935483870968,0.416,6.387096774193548,21.580645161290324,0.296,12.935483870967742,19.161290322580644,0.675,21.387096774193548,10.870967741935484,32.25806451612903,12.419354838709678,8.0,1.903225806451613,16.580645161290324,21.096774193548388,74.0,92.9,0.317,0.357,0.5,46.0,49.4,10.7,5.2,0.469,19.3,28.8,0.214,,
Southern,32,17,15,0.531,-9.36,-9.49,13,5,11,1,5,14,69.8125,67.09375,1290,25.5,57.9375,0.44,5.34375,17.125,0.312,13.46875,19.84375,0.679,23.875,10.9375,34.8125,13.28125,6.9375,2.46875,13.90625,21.8125,69.5,99.6,0.343,0.296,0.518,52.8,52.1,9.9,7.1,0.486,17.1,32.1,0.232,,
Southern California,31,22,9,0.71,11.51,7.22,11,7,14,2,5,6,70.29032258064517,66.0,1255,25.193548387096776,57.41935483870968,0.439,6.451612903225806,18.419354838709676,0.35,13.451612903225806,20.322580645161292,0.662,27.774193548387096,10.741935483870968,38.516129032258064,13.870967741935484,6.67741935483871,4.903225806451613,14.451612903225806,16.741935483870968,70.0,99.3,0.354,0.321,0.524,52.3,55.1,9.4,13.3,0.495,17.7,30.6,0.234,,
Southern Illinois,32,16,16,0.5,-0.18,0.37,10,8,12,3,3,10,62.5625,62.21875,1285,21.65625,50.71875,0.427,7.0625,20.875,0.338,12.1875,16.75,0.728,23.34375,6.5,29.84375,11.53125,6.5,2.03125,12.40625,14.65625,64.3,96.9,0.33,0.412,0.533,45.8,53.2,10.1,5.7,0.497,17.5,20.5,0.24,,
SIU Edwardsville,31,8,23,0.258,-14.16,-5.71,5,13,4,10,4,13,66.87096774193549,72.93548387096774,1240,24.806451612903224,58.096774193548384,0.427,5.67741935483871,18.129032258064516,0.313,11.580645161290322,16.967741935483872,0.683,24.451612903225808,9.838709677419354,34.29032258064516,13.806451612903226,5.709677419354839,2.935483870967742,14.064516129032258,19.580645161290324,70.2,95.3,0.292,0.312,0.505,49.0,55.7,8.1,8.9,0.476,17.5,27.9,0.199,,
Southern Methodist,30,19,11,0.633,7.97,3.5,9,9,15,2,4,9,72.93333333333334,68.46666666666667,1225,25.666666666666668,56.86666666666667,0.451,7.866666666666666,24.333333333333332,0.323,13.733333333333333,18.033333333333335,0.762,25.166666666666668,11.466666666666667,36.63333333333333,15.566666666666666,5.833333333333333,3.2,13.333333333333334,16.366666666666667,66.0,108.3,0.317,0.428,0.557,53.0,60.6,8.7,9.8,0.521,16.9,34.1,0.242,,
Southern Mississippi,31,9,22,0.29,-6.65,2.35,5,13,8,7,1,12,66.03225806451613,72.3225806451613,1250,25.258064516129032,56.96774193548387,0.443,5.258064516129032,17.06451612903226,0.308,10.258064516129032,14.258064516129032,0.719,26.193548387096776,9.451612903225806,35.645161290322584,14.32258064516129,5.806451612903226,2.5161290322580645,14.96774193548387,15.806451612903226,68.7,95.3,0.25,0.3,0.518,51.3,56.7,8.4,8.3,0.49,19.0,27.9,0.18,,
Southern Utah,32,17,15,0.531,0.1,-2.47,9,11,9,5,6,10,72.78125,66.3125,1300,26.0625,57.59375,0.453,6.09375,18.40625,0.331,14.5625,20.34375,0.716,27.84375,9.125,36.96875,11.96875,6.75,4.125,13.5,19.375,70.5,101.7,0.353,0.32,0.541,53.7,45.9,9.4,11.0,0.505,16.7,27.7,0.253,,
St. Bonaventure,31,19,12,0.613,3.12,1.62,11,7,9,5,7,7,69.12903225806451,66.87096774193549,1250,25.387096774193548,58.225806451612904,0.436,6.774193548387097,19.70967741935484,0.344,11.580645161290322,15.741935483870968,0.736,25.838709677419356,10.67741935483871,36.516129032258064,13.774193548387096,5.516129032258065,3.3548387096774195,11.741935483870968,17.161290322580644,66.3,103.5,0.27,0.339,0.526,52.3,54.3,8.3,11.1,0.494,15.2,30.7,0.199,,
St. Francis (NY),31,13,18,0.419,-11.3,-7.44,7,11,9,5,4,13,69.93548387096774,71.61290322580645,1245,25.741935483870968,61.38709677419355,0.419,6.354838709677419,21.419354838709676,0.297,12.03225806451613,16.483870967741936,0.73,25.677419354838708,10.580645161290322,36.25806451612903,12.0,6.419354838709677,4.516129032258065,12.806451612903226,18.903225806451612,71.1,98.0,0.269,0.349,0.505,49.2,46.6,9.0,11.7,0.471,15.6,27.9,0.196,,
St. John's (NY),32,17,15,0.531,10.71,7.68,5,13,13,6,1,8,74.59375,71.5625,1280,27.03125,66.0625,0.409,6.625,20.65625,0.321,13.90625,19.78125,0.703,25.96875,12.40625,38.375,14.6875,10.0,3.96875,11.21875,18.8125,74.3,100.5,0.299,0.313,0.494,48.4,54.3,13.5,11.6,0.459,12.9,29.9,0.211,,
Stanford,32,20,12,0.625,13.35,6.38,9,9,14,4,4,6,69.46875,62.5,1290,25.3125,53.9375,0.469,7.09375,19.0,0.373,11.75,16.71875,0.703,25.65625,6.875,32.53125,12.9375,6.8125,3.71875,14.34375,16.28125,68.7,100.3,0.31,0.352,0.561,48.8,51.1,9.8,10.8,0.535,18.8,22.1,0.218,,
Stephen F. Austin,31,28,3,0.903,4.04,-6.89,19,1,16,1,12,2,80.61290322580645,67.0,1245,28.612903225806452,58.25806451612903,0.491,5.774193548387097,15.935483870967742,0.362,17.612903225806452,25.483870967741936,0.691,24.322580645161292,13.096774193548388,37.41935483870968,14.96774193548387,10.451612903225806,3.2580645161290325,17.741935483870968,20.93548387096774,74.8,107.4,0.437,0.274,0.573,55.5,52.3,13.9,10.3,0.541,20.1,38.2,0.302,,
Stetson,33,16,17,0.485,-9.63,-5.3,9,7,8,7,7,9,63.72727272727273,65.66666666666667,1325,22.636363636363637,50.84848484848485,0.445,5.454545454545454,16.515151515151516,0.33,13.0,19.515151515151516,0.666,24.333333333333332,9.484848484848484,33.81818181818182,9.787878787878787,6.333333333333333,2.393939393939394,13.696969696969697,15.666666666666666,64.3,98.8,0.384,0.325,0.53,51.9,43.2,9.8,8.4,0.499,18.6,30.4,0.256,,
Stony Brook,33,20,13,0.606,-2.41,-4.41,10,6,10,5,8,8,69.18181818181819,65.81818181818181,1330,23.545454545454547,57.84848484848485,0.407,8.303030303030303,24.90909090909091,0.333,13.787878787878787,19.03030303030303,0.725,27.727272727272727,10.606060606060606,38.333333333333336,11.151515151515152,6.696969696969697,4.606060606060606,14.545454545454545,16.484848484848484,69.9,98.2,0.329,0.431,0.517,51.8,47.4,9.5,13.4,0.479,17.9,29.5,0.238,,
Syracuse,32,18,14,0.563,12.32,7.26,10,10,11,7,6,5,74.3125,69.25,1290,25.40625,58.28125,0.436,8.09375,24.53125,0.33,15.40625,20.8125,0.74,25.28125,10.5,35.78125,13.96875,7.40625,4.46875,11.34375,16.3125,68.3,107.9,0.357,0.421,0.545,49.1,55.0,10.8,14.7,0.505,14.3,29.6,0.264,,
TCU,32,16,16,0.5,9.86,10.09,7,11,14,5,1,9,65.40625,64.96875,1295,23.6875,56.1875,0.422,8.5625,24.34375,0.352,9.46875,14.875,0.637,23.71875,11.21875,34.9375,14.625,6.875,4.875,14.21875,16.40625,65.7,98.4,0.265,0.433,0.517,50.9,61.7,10.3,13.5,0.498,18.4,32.2,0.169,,
Temple,31,14,17,0.452,6.59,6.17,6,12,8,7,4,8,68.29032258064517,67.87096774193549,1255,24.0,59.45161290322581,0.404,6.709677419354839,20.806451612903224,0.322,13.580645161290322,19.774193548387096,0.687,27.838709677419356,9.774193548387096,37.61290322580645,13.838709677419354,7.709677419354839,3.032258064516129,12.903225806451612,17.70967741935484,70.6,95.5,0.333,0.35,0.496,49.7,57.7,10.8,8.8,0.46,15.8,25.9,0.228,,
Tennessee,31,17,14,0.548,11.18,8.3,9,9,11,6,4,7,67.06451612903226,64.19354838709677,1240,23.06451612903226,53.41935483870968,0.432,6.032258064516129,19.29032258064516,0.313,14.903225806451612,19.903225806451612,0.749,24.451612903225808,10.03225806451613,34.483870967741936,14.451612903225806,6.0,5.612903225806452,13.64516129032258,18.161290322580644,66.6,100.7,0.373,0.361,0.533,50.8,62.7,9.0,15.6,0.488,17.8,30.5,0.279,,
Tennessee State,33,18,15,0.545,-6.7,-5.45,9,9,11,3,4,11,71.36363636363636,71.06060606060606,1330,26.12121212121212,55.63636363636363,0.469,7.2727272727272725,20.78787878787879,0.35,11.696969696969697,17.727272727272727,0.66,27.333333333333332,10.393939393939394,37.72727272727273,13.545454545454545,5.303030303030303,4.121212121212121,17.363636363636363,20.303030303030305,70.5,100.4,0.319,0.374,0.557,53.6,51.9,7.5,11.4,0.535,21.3,31.8,0.21,,
Tennessee Tech,31,9,22,0.29,-13.64,-4.67,6,12,6,8,3,12,65.58064516129032,72.29032258064517,1250,24.322580645161292,58.903225806451616,0.413,8.290322580645162,25.032258064516128,0.331,8.64516129032258,12.806451612903226,0.675,24.032258064516128,10.548387096774194,34.58064516129032,13.903225806451612,6.870967741935484,3.0,14.935483870967742,14.838709677419354,68.8,94.6,0.217,0.425,0.505,49.4,57.2,9.9,8.3,0.483,18.7,28.8,0.147,,
Tennessee-Martin,29,9,20,0.31,-14.15,-4.3,5,13,6,6,2,12,75.65517241379311,82.13793103448276,1165,26.93103448275862,59.241379310344826,0.455,7.517241379310345,22.275862068965516,0.337,14.275862068965518,18.96551724137931,0.753,22.17241379310345,10.724137931034482,32.89655172413793,12.172413793103448,5.068965517241379,2.7586206896551726,12.89655172413793,16.0,70.1,107.5,0.32,0.376,0.554,48.2,45.2,7.2,7.7,0.518,15.9,31.1,0.241,,
Texas,31,19,12,0.613,10.47,9.6,9,9,11,6,6,5,64.16129032258064,63.29032258064516,1240,23.870967741935484,55.806451612903224,0.428,8.0,23.93548387096774,0.334,8.419354838709678,12.290322580645162,0.685,22.838709677419356,8.96774193548387,31.806451612903224,11.580645161290322,5.516129032258065,4.32258064516129,13.548387096774194,18.322580645161292,66.2,96.9,0.22,0.429,0.52,47.3,48.5,8.3,11.1,0.499,18.0,26.6,0.151,,
Texas A&M,30,16,14,0.533,4.93,6.96,10,8,11,6,5,4,63.13333333333333,65.16666666666667,1205,21.133333333333333,52.333333333333336,0.404,6.3,21.433333333333334,0.294,14.566666666666666,21.5,0.678,23.233333333333334,10.733333333333333,33.96666666666667,11.1,6.433333333333334,2.8666666666666667,14.066666666666666,15.433333333333334,65.7,95.7,0.411,0.41,0.505,49.7,52.5,9.7,10.4,0.464,18.4,31.3,0.278,,
Texas A&M-Corpus Christi,32,14,18,0.438,-10.8,-6.63,10,10,10,6,4,11,66.0,68.71875,1280,23.125,52.125,0.444,7.65625,20.40625,0.375,12.09375,17.09375,0.707,24.625,9.5,34.125,12.65625,5.84375,3.0625,17.53125,19.1875,68.3,96.7,0.328,0.391,0.548,52.1,54.7,8.6,8.7,0.517,22.5,30.3,0.232,,
Texas Southern,32,16,16,0.5,-10.37,-6.05,12,6,11,1,5,15,72.96875,75.96875,1295,25.1875,60.21875,0.418,5.25,17.25,0.304,17.34375,24.5625,0.706,25.875,11.90625,37.78125,11.25,6.40625,2.9375,15.75,19.0625,74.6,96.6,0.408,0.286,0.508,50.6,44.7,8.5,7.4,0.462,18.0,31.5,0.288,,
Texas State,32,21,11,0.656,5.42,-0.28,13,7,15,3,6,8,73.09375,64.3125,1295,26.25,57.34375,0.458,5.1875,15.9375,0.325,15.40625,20.375,0.756,24.46875,9.96875,34.4375,14.21875,6.34375,2.96875,11.15625,18.65625,67.1,107.6,0.355,0.278,0.545,50.2,54.2,9.3,8.8,0.503,14.3,29.4,0.269,,
