School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION,YEAR
Saint Mary's (CA),35,23,12,0.657,9.35,4.29,11,7,16,3,6,6,2502,2292,1406,805,1797,0.448,161,477,0.338,521,732,0.712,328,1046,373,207,120,410,708,63.5,102.7,0.407,0.265,0.534,46.8,46.3,9.3,10.2,0.493,16.0,29.6,0.29,NA,NA,NA,2014
San Diego State,36,31,5,0.861,14.95,4.86,16,2,15,1,9,2,2530,2052,1450,734,1904,0.386,174,604,0.288,410,607,0.675,370,1180,357,154,151,490,705,63.9,88.6,0.319,0.317,0.468,46.4,48.6,6.6,10.1,0.431,18.3,29.3,0.215,4.0,S16,WEST,2014
Seton Hall,34,17,17,0.5,7.53,5.56,6,12,10,8,4,7,2442,2375,1385,811,1828,0.444,212,607,0.349,541,761,0.711,322,1123,411,190,133,417,664,66.1,103.8,0.416,0.332,0.542,50.4,50.7,8.3,12.2,0.502,16.0,28.3,0.296,NA,NA,NA,2014
South Carolina,34,14,20,0.412,5.41,6.96,5,13,9,7,1,11,2323,2376,1360,753,1728,0.436,195,599,0.326,675,985,0.685,376,1097,421,255,165,454,718,66.8,104.5,0.57,0.347,0.541,47.7,55.9,11.2,12.3,0.492,17.1,33.9,0.391,NA,NA,NA,2014
South Dakota State,32,19,13,0.594,-0.17,-1.93,10,4,10,3,7,8,2315,2198,1280,773,1736,0.445,200,560,0.357,452,631,0.716,239,962,376,216,90,353,666,67.0,102.5,0.363,0.323,0.54,45.8,48.6,10.1,8.1,0.503,14.8,22.5,0.26,NA,NA,NA,2014
Southern California,32,11,21,0.344,2.6,8.02,2,16,8,8,2,10,2258,2410,1295,843,1962,0.43,218,674,0.323,506,740,0.684,394,1182,473,237,133,359,600,70.4,105.7,0.377,0.344,0.521,49.9,56.1,10.4,10.1,0.485,13.4,32.2,0.258,NA,NA,NA,2014
Southern Methodist,37,27,10,0.73,13.73,4.97,12,6,18,1,6,6,2627,2303,1480,762,1977,0.385,248,773,0.321,531,765,0.694,409,1157,434,287,139,518,739,66.0,94.3,0.387,0.391,0.492,46.5,57.0,11.8,9.4,0.448,18.1,30.5,0.269,NA,NA,NA,2014
Southern,32,19,13,0.594,-4.22,-7.95,15,3,10,4,9,8,2278,2006,1290,634,1700,0.373,160,539,0.297,578,885,0.653,355,1116,268,200,107,419,615,68.1,91.3,0.521,0.317,0.473,47.4,42.3,9.1,8.4,0.42,16.5,29.3,0.34,NA,NA,NA,2014
St. Bonaventure,33,18,15,0.545,5.92,2.64,6,10,10,4,4,9,2421,2313,1320,778,1741,0.447,208,586,0.355,549,783,0.701,347,1075,404,198,116,485,684,68.2,102.7,0.45,0.337,0.547,48.0,51.9,8.8,8.3,0.507,18.7,31.7,0.315,NA,NA,NA,2014
St. John's (NY),33,20,13,0.606,11.68,6.56,10,8,14,5,4,5,2403,2234,1345,761,1861,0.409,210,608,0.345,502,709,0.708,375,1200,391,176,102,434,652,67.3,98.7,0.381,0.327,0.508,49.7,51.4,7.8,6.9,0.465,16.5,30.8,0.27,NA,NA,NA,2014
Stanford,36,23,13,0.639,13.42,9.0,10,8,12,4,6,5,2616,2457,1445,844,2006,0.421,237,680,0.349,532,743,0.716,355,1193,479,196,89,413,746,67.1,101.4,0.37,0.339,0.521,48.7,56.8,8.1,6.5,0.48,14.9,28.1,0.265,10.0,S16,SOUTH,2014
Stephen F. Austin,35,32,3,0.914,4.82,-6.76,18,0,15,0,14,2,2661,2219,1410,746,1643,0.454,148,431,0.343,579,840,0.689,293,1018,361,180,122,555,710,65.5,96.1,0.511,0.262,0.543,46.2,48.4,7.8,9.6,0.499,21.4,28.5,0.352,12.0,R32,SOUTH,2014
Stony Brook,34,23,11,0.676,-1.71,-6.47,13,3,12,3,8,6,2426,2253,1367,744,1796,0.414,240,726,0.331,525,740,0.709,313,1059,415,233,119,428,660,66.4,99.3,0.412,0.404,0.525,45.8,55.8,10.3,8.6,0.481,16.6,26.8,0.292,NA,NA,NA,2014
Syracuse,34,28,6,0.824,16.05,7.25,14,4,16,2,8,2,2311,2012,1370,685,1669,0.41,233,676,0.345,409,612,0.668,346,1072,438,146,104,455,601,60.5,97.2,0.367,0.405,0.513,47.2,63.9,7.0,7.6,0.48,18.8,31.5,0.245,3.0,R32,SOUTH,2014
Temple,31,9,22,0.29,2.69,6.88,4,14,4,9,2,9,2291,2421,1265,879,1855,0.474,193,539,0.358,470,690,0.681,369,1171,450,180,154,343,547,68.4,111.9,0.372,0.291,0.555,51.5,51.2,8.3,11.5,0.526,13.6,33.9,0.253,NA,NA,NA,2014
Tennessee,37,24,13,0.649,17.34,7.84,11,7,14,3,4,7,2672,2283,1490,823,1991,0.413,192,556,0.345,445,631,0.705,351,1108,376,194,134,399,730,62.8,97.6,0.317,0.279,0.498,43.8,45.7,8.3,9.5,0.462,14.8,27.6,0.224,11.0,S16,MIDWEST,2014
Texas A&M,34,18,16,0.529,5.5,3.62,8,10,17,3,1,9,2199,2135,1385,724,1810,0.4,191,664,0.288,496,720,0.689,386,1242,410,207,140,450,607,64.0,96.3,0.398,0.367,0.496,52.0,56.6,9.3,11.7,0.453,17.3,32.0,0.274,NA,NA,NA,2014
TCU,31,9,22,0.29,-1.33,7.9,0,18,5,10,3,9,1973,2247,1240,798,1795,0.445,205,597,0.343,446,630,0.708,415,1218,494,174,109,387,621,66.6,108.8,0.351,0.333,0.536,56.8,61.9,8.4,9.3,0.502,15.6,38.3,0.248,NA,NA,NA,2014
Texas Southern,34,19,15,0.559,-8.41,-10.07,12,6,9,2,6,11,2584,2512,1380,936,2075,0.451,222,616,0.36,418,607,0.689,386,1141,478,222,131,374,736,68.2,106.8,0.293,0.297,0.531,47.8,51.1,9.4,10.5,0.505,13.7,31.0,0.201,16.0,R68,MIDWEST,2014
Texas Tech,32,14,18,0.438,8.61,8.61,6,12,11,6,2,10,2190,2190,1285,732,1675,0.437,206,624,0.33,520,704,0.739,332,957,356,193,114,365,574,63.5,107.2,0.42,0.373,0.545,47.6,48.6,9.5,9.0,0.499,15.4,32.9,0.31,NA,NA,NA,2014
Texas,35,24,11,0.686,12.67,9.15,11,7,16,2,4,6,2598,2475,1405,819,2039,0.402,259,735,0.352,578,835,0.692,399,1203,445,221,123,395,713,69.1,101.9,0.41,0.36,0.508,45.4,54.3,9.1,7.9,0.465,14.0,30.2,0.283,7.0,R32,MIDWEST,2014
Troy,31,11,20,0.355,-6.17,-2.9,6,12,8,6,3,11,2121,2171,1259,796,1791,0.444,192,596,0.322,387,552,0.701,349,1099,432,178,96,372,643,65.7,105.0,0.308,0.333,0.529,49.9,54.3,8.6,9.2,0.498,15.3,32.0,0.216,NA,NA,NA,2014
Tulsa,34,21,13,0.618,6.23,1.17,13,3,11,3,6,7,2471,2299,1370,741,1830,0.405,218,620,0.352,599,869,0.689,363,1214,372,200,109,477,726,68.7,97.7,0.475,0.339,0.513,49.7,50.2,8.5,8.4,0.464,17.5,29.6,0.327,13.0,R64,SOUTH,2014
UCLA,37,28,9,0.757,18.4,7.62,12,6,16,2,5,5,3003,2604,1490,898,2103,0.427,301,874,0.344,507,750,0.676,377,1245,509,194,99,529,680,70.0,99.8,0.357,0.416,0.529,48.8,56.7,7.4,6.2,0.499,17.7,28.6,0.241,4.0,S16,SOUTH,2014
Utah State,32,18,14,0.563,4.77,3.09,7,11,13,5,4,7,2215,2132,1290,756,1788,0.423,188,601,0.313,432,601,0.719,292,979,400,172,130,251,545,62.8,105.3,0.336,0.336,0.514,45.6,52.9,8.5,10.9,0.475,10.8,26.3,0.242,NA,NA,NA,2014
Utah,33,21,12,0.636,12.66,6.21,9,9,18,2,2,9,2479,2122,1335,757,1841,0.411,179,582,0.308,429,635,0.676,329,1041,340,201,105,416,643,66.7,95.3,0.345,0.316,0.495,47.3,44.9,9.0,8.8,0.46,16.3,27.6,0.233,NA,NA,NA,2014
Valparaiso,34,18,16,0.529,0.21,-0.24,9,7,12,6,5,9,2439,2283,1375,755,1910,0.395,206,624,0.33,567,804,0.705,388,1078,433,240,127,371,667,66.3,100.2,0.421,0.327,0.498,46.9,57.4,10.5,11.4,0.449,13.9,30.5,0.297,NA,NA,NA,2014
Vanderbilt,31,15,16,0.484,5.52,6.49,7,11,10,6,3,8,2002,2032,1250,722,1777,0.406,181,595,0.304,407,628,0.648,405,1119,347,217,113,331,555,64.3,101.1,0.353,0.335,0.49,51.1,48.1,10.8,11.3,0.457,13.8,34.6,0.229,NA,NA,NA,2014
Vermont,33,22,11,0.667,4.52,-4.57,15,1,10,2,9,8,2334,2000,1325,665,1684,0.395,182,557,0.327,488,674,0.724,306,979,316,186,114,430,693,64.1,94.3,0.4,0.331,0.499,46.4,47.5,8.8,9.6,0.449,17.7,27.6,0.29,NA,NA,NA,2014
Villanova,34,29,5,0.853,18.97,7.5,16,2,15,1,10,2,2651,2261,1385,763,1886,0.405,220,623,0.353,515,728,0.707,355,1137,413,193,78,468,692,67.6,96.6,0.386,0.33,0.507,47.4,54.1,8.2,7.4,0.463,17.3,28.7,0.273,2.0,R32,EAST,2014
Virginia Commonwealth,35,26,9,0.743,14.55,4.78,12,4,15,0,6,5,2624,2282,1420,808,1869,0.432,170,561,0.303,496,742,0.668,369,1285,392,207,145,638,675,70.4,91.3,0.397,0.3,0.514,49.4,48.5,8.3,10.0,0.478,22.3,30.6,0.265,5.0,R64,SOUTH,2014
Virginia Tech,31,9,22,0.29,1.9,5.99,2,16,8,10,1,8,1950,2077,1255,721,1787,0.403,236,723,0.326,399,599,0.666,335,1059,402,191,115,260,548,63.6,104.2,0.335,0.405,0.501,48.2,55.8,9.6,11.0,0.47,11.2,29.5,0.223,NA,NA,NA,2014
Virginia,37,30,7,0.811,18.38,7.86,16,2,15,2,7,4,2449,2060,1486,727,1875,0.388,203,629,0.323,403,609,0.662,321,1085,373,191,126,413,676,60.6,91.6,0.325,0.335,0.476,45.3,51.3,8.5,9.5,0.442,16.0,25.6,0.215,1.0,S16,EAST,2014
Wake Forest,33,17,16,0.515,5.49,6.73,6,12,14,4,1,9,2300,2341,1324,819,1919,0.427,187,595,0.314,516,748,0.69,411,1185,420,221,120,374,690,67.5,104.8,0.39,0.31,0.515,50.9,51.3,9.9,9.7,0.476,14.1,33.7,0.269,NA,NA,NA,2014
Washington,32,17,15,0.531,6.26,6.45,9,9,14,4,3,8,2384,2390,1290,858,1808,0.475,156,490,0.318,518,749,0.692,309,1056,386,175,130,360,595,68.6,108.0,0.414,0.271,0.552,48.9,45.0,7.9,9.9,0.518,14.3,29.2,0.287,NA,NA,NA,2014
Weber State,31,19,12,0.613,-0.92,-4.23,14,6,13,2,5,9,2254,2061,1260,753,1763,0.427,134,403,0.333,421,599,0.703,311,963,355,162,63,291,623,64.3,101.8,0.34,0.229,0.503,47.5,47.1,8.0,6.5,0.465,12.4,28.0,0.239,16.0,R64,WEST,2014
West Virginia,33,17,16,0.515,11.78,8.02,9,9,11,5,3,9,2546,2422,1330,837,1873,0.447,220,638,0.345,528,780,0.677,377,1196,436,154,134,421,670,68.5,106.3,0.416,0.341,0.54,50.4,52.1,6.8,10.3,0.506,15.8,32.5,0.282,NA,NA,NA,2014
Western Michigan,33,23,10,0.697,1.73,-1.45,14,4,13,2,6,7,2373,2235,1340,773,1883,0.411,225,728,0.309,464,651,0.713,385,1083,405,238,109,417,699,66.5,100.3,0.346,0.387,0.51,48.7,52.4,10.7,10.0,0.47,16.0,32.0,0.246,14.0,R64,SOUTH,2014
Wichita State,36,35,1,0.972,16.65,1.74,18,0,17,0,12,0,2706,2141,1445,746,1911,0.39,211,684,0.308,438,674,0.65,339,1115,356,170,93,435,752,64.5,91.9,0.353,0.358,0.48,44.7,47.7,7.3,7.6,0.446,16.3,26.1,0.229,1.0,R32,MIDWEST,2014
Winthrop,33,20,13,0.606,-6.43,-6.56,10,6,12,3,5,10,2442,2355,1345,812,1761,0.461,205,567,0.362,526,750,0.701,325,1127,400,209,140,469,623,67.4,103.8,0.426,0.322,0.556,51.3,49.3,9.2,12.1,0.519,18.1,30.5,0.299,NA,NA,NA,2014
Wisconsin,38,30,8,0.789,19.69,10.19,12,6,14,3,8,3,2793,2432,1525,915,2135,0.429,184,540,0.341,418,579,0.722,350,1212,364,161,105,370,763,63.3,100.7,0.271,0.253,0.505,48.9,39.8,6.7,8.5,0.472,13.3,27.4,0.196,2.0,F4,WEST,2014
Wofford,33,20,13,0.606,-4.32,-5.95,11,5,9,4,8,8,2205,2054,1325,727,1642,0.443,153,478,0.32,447,659,0.678,286,1046,326,184,111,424,557,63.0,98.3,0.401,0.291,0.525,49.0,44.8,8.8,8.8,0.489,17.8,27.9,0.272,15.0,R64,MIDWEST,2014
Wright State,36,21,15,0.583,0.21,-2.8,10,6,13,3,5,12,2419,2234,1440,748,1762,0.425,194,594,0.327,544,754,0.721,326,1137,384,212,116,574,698,65.9,94.2,0.428,0.337,0.527,51.7,51.3,8.9,9.8,0.48,21.3,29.0,0.309,NA,NA,NA,2014
Wyoming,33,18,15,0.545,4.4,2.34,9,9,14,4,3,11,2130,2035,1340,718,1768,0.406,196,619,0.317,403,566,0.712,349,1092,312,138,82,343,636,60.7,100.1,0.32,0.35,0.5,53.4,43.5,6.8,8.2,0.462,14.4,30.9,0.228,NA,NA,NA,2014
Xavier,34,21,13,0.618,11.84,8.14,10,8,15,2,4,6,2442,2316,1370,797,1851,0.431,233,661,0.352,489,732,0.668,335,1069,489,187,161,381,689,65.7,102.9,0.395,0.357,0.527,46.8,61.4,8.3,11.9,0.494,14.8,28.7,0.264,12.0,R68,MIDWEST,2014
Yale,33,19,14,0.576,-1.66,-1.28,9,5,9,4,9,10,2209,2182,1326,736,1696,0.434,217,595,0.365,493,691,0.713,280,1013,377,221,125,400,704,64.9,101.4,0.407,0.351,0.539,46.2,51.2,10.3,10.5,0.498,16.5,26.4,0.291,NA,NA,NA,2014
Air Force,30,12,18,0.4,-4.08,1.71,6,12,8,9,3,8,1980,2074,1210,690,1595,0.433,212,647,0.328,482,687,0.702,295,1016,404,208,128,354,559,65.4,104.8,0.431,0.406,0.54,51.2,58.6,10.5,14.1,0.499,15.6,29.4,0.302,NA,NA,NA,2014
Akron,34,21,13,0.618,1.16,-0.48,12,6,13,2,6,8,2332,2276,1375,809,1868,0.433,173,517,0.335,483,675,0.716,368,1128,378,223,106,439,644,65.5,101.1,0.361,0.277,0.52,49.0,46.7,9.9,9.1,0.479,16.7,32.5,0.259,NA,NA,NA,2014
Alabama A&M,30,14,16,0.467,-13.86,-10.58,10,8,7,4,5,11,1936,2010,1215,642,1585,0.405,148,452,0.327,578,831,0.696,373,1141,291,197,93,413,588,66.5,99.6,0.524,0.285,0.508,52.9,45.3,9.8,8.9,0.452,17.3,34.3,0.365,NA,NA,NA,2014
Alabama State,32,19,13,0.594,-12.84,-11.4,12,6,13,1,5,10,2265,2225,1300,789,1779,0.444,166,529,0.314,481,692,0.695,375,1181,383,195,101,476,647,68.1,100.5,0.389,0.297,0.528,50.5,48.5,8.8,7.9,0.49,18.4,33.3,0.27,NA,NA,NA,2014
Alcorn State,31,12,19,0.387,-15.95,-9.27,9,9,9,3,2,13,1985,2101,1265,724,1684,0.43,179,524,0.342,474,667,0.711,339,1069,379,168,79,390,542,64.8,102.5,0.396,0.311,0.525,52.7,52.3,8.2,6.5,0.483,16.3,34.0,0.281,NA,NA,NA,2014
Arkansas-Pine Bluff,31,13,18,0.419,-15.39,-6.9,11,7,6,3,6,12,1957,2188,1240,727,1559,0.466,203,566,0.359,531,776,0.684,325,1082,453,233,131,514,567,67.9,103.8,0.498,0.363,0.568,53.4,62.3,11.1,12.6,0.531,21.1,33.7,0.341,NA,NA,NA,2014
Arkansas State,32,19,13,0.594,-0.44,-3.18,10,8,11,4,7,8,2432,2299,1315,811,1886,0.43,200,615,0.325,477,665,0.717,362,1172,360,195,91,421,650,68.6,102.0,0.353,0.326,0.522,51.5,44.4,8.7,8.6,0.483,16.1,31.1,0.253,NA,NA,NA,2014
Army,31,15,16,0.484,-6.16,-4.66,10,8,7,7,7,8,2244,2269,1250,807,1755,0.46,208,541,0.384,447,621,0.72,343,1088,413,227,103,424,562,68.1,106.5,0.354,0.308,0.553,51.1,51.2,10.7,9.3,0.519,17.1,33.2,0.255,NA,NA,NA,2014
Ball State,30,5,25,0.167,-10.17,0.65,2,16,5,9,0,16,1967,2214,1225,769,1671,0.46,158,476,0.332,518,738,0.702,302,996,412,258,110,339,577,67.0,107.9,0.442,0.285,0.548,47.3,53.6,12.6,11.3,0.507,14.4,29.4,0.31,NA,NA,NA,2014
