School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION,YEAR
Xavier,21,13,8,0.619,11.09,6.47,6,7,11,2,2,5,1571.0,1474.0,850.0,541.0,1310.0,0.413,165.0,488.0,0.338,227.0,308.0,0.737,222.0,768.0,308.0,116.0,58.0,242.0,341.0,69.5,99.8,0.235,0.373,0.506,49.2,56.9,7.9,7.4,0.476,14.2,27.3,0.173,NA,NA,NA,2021
Yale,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
Air Force,25,5,20,0.2,-12.98,0.22,3,17,3,8,1,10,1468.0,1798.0,1000.0,654.0,1309.0,0.5,194.0,530.0,0.366,296.0,430.0,0.688,258.0,865.0,368.0,150.0,53.0,348.0,418.0,63.9,112.5,0.328,0.405,0.594,59.9,56.3,9.4,8.2,0.574,18.7,35.4,0.226,NA,NA,NA,2021
Akron,23,15,8,0.652,1.85,-1.96,12,6,9,1,5,5,1798.0,1660.0,930.0,621.0,1435.0,0.433,151.0,486.0,0.311,267.0,375.0,0.712,253.0,837.0,279.0,129.0,51.0,274.0,422.0,70.1,101.8,0.261,0.339,0.515,48.3,44.9,7.9,6.7,0.485,14.5,28.6,0.186,NA,NA,NA,2021
Alabama A&M,15,6,9,0.4,-18.86,-14.99,4,9,5,2,1,7,950.0,1008.0,610.0,350.0,891.0,0.393,84.0,297.0,0.283,224.0,333.0,0.673,172.0,582.0,188.0,121.0,40.0,192.0,251.0,70.1,94.3,0.374,0.333,0.48,50.2,53.7,11.3,6.9,0.44,15.5,29.2,0.251,NA,NA,NA,2021
Alabama State,18,4,14,0.222,-24.28,-16.95,4,14,3,6,1,8,1156.0,1288.0,720.0,456.0,1042.0,0.438,108.0,332.0,0.325,268.0,385.0,0.696,188.0,677.0,227.0,139.0,75.0,268.0,388.0,72.4,98.9,0.369,0.319,0.526,50.9,49.8,10.7,11.4,0.489,18.0,29.6,0.257,NA,NA,NA,2021
Alcorn State,19,6,13,0.316,-19.58,-10.06,6,7,4,3,2,9,1256.0,1437.0,760.0,483.0,992.0,0.487,134.0,387.0,0.346,337.0,497.0,0.678,175.0,663.0,280.0,128.0,79.0,299.0,338.0,71.3,106.1,0.501,0.39,0.585,52.2,58.0,9.5,10.8,0.554,19.6,30.3,0.34,NA,NA,NA,2021
Arkansas-Pine Bluff,25,4,21,0.16,-22.67,-7.79,3,12,2,3,2,17,1549.0,1921.0,1010.0,680.0,1434.0,0.474,191.0,478.0,0.4,370.0,549.0,0.674,263.0,922.0,404.0,207.0,95.0,322.0,472.0,69.5,109.4,0.383,0.333,0.567,53.3,59.4,11.8,9.9,0.541,16.0,31.7,0.258,NA,NA,NA,2021
Arkansas State,24,11,13,0.458,-7.97,-5.87,7,8,9,3,1,9,1741.0,1667.0,965.0,608.0,1431.0,0.425,160.0,479.0,0.334,291.0,393.0,0.74,239.0,806.0,294.0,163.0,101.0,301.0,425.0,69.3,99.7,0.275,0.335,0.515,47.5,48.4,9.7,10.2,0.481,15.7,27.6,0.203,NA,NA,NA,2021
Army,22,12,10,0.545,0.06,0.63,7,7,5,5,5,3,1578.0,1529.0,885.0,560.0,1276.0,0.439,184.0,518.0,0.355,225.0,310.0,0.726,185.0,775.0,283.0,154.0,74.0,303.0,375.0,70.0,98.7,0.243,0.406,0.537,50.5,50.5,9.9,9.7,0.511,17.6,24.1,0.176,NA,NA,NA,2021
Ball State,23,10,13,0.435,-1.96,-1.22,8,9,7,4,3,8,1719.0,1736.0,930.0,611.0,1419.0,0.431,167.0,538.0,0.31,347.0,506.0,0.686,272.0,867.0,288.0,168.0,60.0,288.0,409.0,72.0,103.7,0.357,0.379,0.523,50.6,47.1,10.0,7.4,0.489,14.8,30.5,0.245,NA,NA,NA,2021
Bellarmine,22,14,8,0.636,-1.76,-5.56,10,3,6,4,7,2,1634.0,1456.0,880.0,514.0,1142.0,0.45,204.0,541.0,0.377,224.0,318.0,0.704,179.0,645.0,292.0,117.0,62.0,332.0,349.0,65.8,100.6,0.278,0.474,0.563,49.2,56.8,8.1,7.5,0.539,20.4,26.5,0.196,NA,NA,NA,2021
Binghamton,18,4,14,0.222,-12.24,-5.35,4,10,1,9,3,5,1178.0,1302.0,735.0,466.0,1037.0,0.449,137.0,373.0,0.367,233.0,325.0,0.717,171.0,637.0,217.0,121.0,45.0,199.0,283.0,66.2,107.1,0.313,0.36,0.546,49.8,46.6,10.0,7.9,0.515,14.3,27.5,0.225,NA,NA,NA,2021
Boston College,20,4,16,0.2,0.82,8.97,2,11,3,5,0,7,1427.0,1590.0,805.0,593.0,1208.0,0.491,154.0,435.0,0.354,250.0,351.0,0.712,193.0,743.0,297.0,136.0,68.0,267.0,347.0,71.8,110.0,0.291,0.36,0.578,52.8,50.1,9.4,10.6,0.555,16.3,28.6,0.207,NA,NA,NA,2021
Boston University,18,7,11,0.389,-3.71,0.84,6,10,2,6,5,5,1249.0,1331.0,720.0,495.0,1050.0,0.471,132.0,369.0,0.358,209.0,312.0,0.67,159.0,606.0,238.0,116.0,48.0,185.0,305.0,67.9,108.9,0.297,0.351,0.555,48.8,48.1,9.5,7.5,0.534,13.4,25.9,0.199,NA,NA,NA,2021
Bowling Green State,26,14,12,0.538,-0.17,-2.37,10,8,4,7,10,3,2015.0,1939.0,1050.0,703.0,1584.0,0.444,205.0,615.0,0.333,328.0,466.0,0.704,282.0,1022.0,347.0,138.0,99.0,358.0,440.0,71.9,102.8,0.294,0.388,0.537,50.6,49.4,7.3,9.3,0.509,16.5,29.6,0.207,NA,NA,NA,2021
Brown,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
Bryant,22,15,7,0.682,-1.37,-7.27,10,4,10,1,5,5,1843.0,1664.0,880.0,609.0,1480.0,0.411,164.0,570.0,0.288,282.0,400.0,0.705,279.0,849.0,325.0,160.0,81.0,302.0,420.0,77.2,97.9,0.27,0.385,0.498,49.2,53.4,9.4,9.8,0.467,15.3,30.0,0.191,NA,NA,NA,2021
Cal State Northridge,22,9,13,0.409,-8.69,-1.97,5,9,4,7,4,4,1586.0,1709.0,885.0,601.0,1284.0,0.468,184.0,514.0,0.358,323.0,425.0,0.76,211.0,824.0,329.0,131.0,52.0,291.0,397.0,70.9,109.0,0.331,0.4,0.575,53.0,54.7,8.4,6.3,0.54,16.4,28.8,0.252,NA,NA,NA,2021
California Baptist,23,13,10,0.565,-5.25,-5.04,6,6,11,4,2,5,1820.0,1674.0,925.0,600.0,1359.0,0.442,157.0,451.0,0.348,317.0,482.0,0.658,213.0,754.0,316.0,147.0,53.0,275.0,437.0,71.1,101.8,0.355,0.332,0.527,46.9,52.7,8.9,6.7,0.499,14.8,25.2,0.233,NA,NA,NA,2021
UC Riverside,22,14,8,0.636,4.12,-2.43,10,5,5,4,7,3,1544.0,1400.0,890.0,506.0,1257.0,0.403,140.0,439.0,0.319,248.0,359.0,0.691,190.0,723.0,240.0,108.0,60.0,244.0,322.0,66.8,94.3,0.286,0.349,0.49,47.5,47.4,7.3,8.1,0.458,14.6,23.8,0.197,NA,NA,NA,2021
UC San Diego,17,7,10,0.412,-6.95,0.98,4,10,7,3,0,7,1214.0,1226.0,685.0,473.0,1033.0,0.458,123.0,346.0,0.355,157.0,220.0,0.714,170.0,642.0,263.0,117.0,43.0,239.0,240.0,70.2,102.0,0.213,0.335,0.539,56.2,55.6,9.7,9.1,0.517,17.4,29.7,0.152,NA,NA,NA,2021
Campbell,27,17,10,0.63,-6.82,-7.34,11,6,9,3,6,7,1917.0,1840.0,1095.0,673.0,1466.0,0.459,171.0,555.0,0.308,323.0,447.0,0.723,261.0,894.0,294.0,153.0,60.0,389.0,482.0,65.8,102.1,0.305,0.379,0.548,53.8,43.7,8.5,6.7,0.517,18.8,30.2,0.22,NA,NA,NA,2021
Canisius,13,7,6,0.538,-8.61,-7.84,7,5,3,1,4,4,915.0,925.0,520.0,338.0,747.0,0.452,79.0,232.0,0.341,170.0,236.0,0.72,117.0,475.0,149.0,70.0,45.0,188.0,236.0,71.5,99.5,0.316,0.311,0.538,51.4,44.1,7.5,9.8,0.505,18.0,26.8,0.228,NA,NA,NA,2021
Central Arkansas,24,5,19,0.208,-14.86,-1.99,4,12,4,5,1,14,1701.0,1933.0,960.0,694.0,1527.0,0.454,218.0,587.0,0.371,327.0,446.0,0.733,245.0,850.0,397.0,224.0,81.0,285.0,414.0,74.0,108.8,0.292,0.384,0.556,48.9,57.2,12.6,8.8,0.526,14.1,27.6,0.214,NA,NA,NA,2021
Central Connecticut State,21,5,16,0.238,-15.12,-6.27,5,13,3,6,2,9,1439.0,1625.0,840.0,592.0,1260.0,0.47,174.0,495.0,0.352,267.0,383.0,0.697,235.0,821.0,339.0,162.0,62.0,303.0,338.0,72.0,107.5,0.304,0.393,0.563,55.3,57.3,10.7,8.1,0.539,17.4,32.6,0.212,NA,NA,NA,2021
Central Michigan,23,7,16,0.304,-12.34,-4.19,3,13,5,7,2,9,1766.0,1835.0,920.0,668.0,1466.0,0.456,201.0,582.0,0.345,298.0,395.0,0.754,260.0,890.0,351.0,144.0,88.0,320.0,444.0,74.9,106.5,0.269,0.397,0.555,51.7,52.5,8.4,9.2,0.524,16.2,30.5,0.203,NA,NA,NA,2021
Charleston Southern,21,3,18,0.143,-16.72,-6.22,2,15,1,9,2,8,1375.0,1550.0,845.0,555.0,1252.0,0.443,160.0,466.0,0.343,280.0,425.0,0.659,248.0,794.0,275.0,186.0,79.0,276.0,368.0,70.2,104.5,0.339,0.372,0.533,50.5,49.5,12.5,11.7,0.507,16.0,30.5,0.224,NA,NA,NA,2021
Charlotte,25,9,16,0.36,-5.68,-2.43,5,11,6,7,3,8,1587.0,1668.0,1025.0,622.0,1387.0,0.448,175.0,536.0,0.326,249.0,326.0,0.764,196.0,798.0,336.0,173.0,88.0,311.0,398.0,64.6,100.8,0.235,0.386,0.541,50.6,54.0,10.5,10.7,0.512,16.8,24.4,0.18,NA,NA,NA,2021
Chicago State,9,0,9,0.0,-31.82,1.41,0,0,0,0,0,7,499.0,798.0,360.0,295.0,558.0,0.529,81.0,205.0,0.395,127.0,183.0,0.694,110.0,382.0,174.0,58.0,26.0,104.0,132.0,71.2,124.5,0.328,0.367,0.619,62.0,59.0,9.0,8.8,0.601,13.9,37.9,0.228,NA,NA,NA,2021
The Citadel,25,13,12,0.52,-6.07,-1.45,5,11,11,3,1,8,2019.0,1959.0,1000.0,727.0,1626.0,0.447,175.0,562.0,0.311,330.0,435.0,0.759,236.0,931.0,324.0,175.0,74.0,281.0,462.0,74.9,104.6,0.268,0.346,0.534,49.7,44.6,9.3,8.7,0.501,13.3,25.0,0.203,NA,NA,NA,2021
Colorado State,28,20,8,0.714,8.06,1.06,14,4,10,1,6,4,2072.0,1871.0,1120.0,688.0,1631.0,0.422,221.0,710.0,0.311,274.0,429.0,0.639,275.0,942.0,373.0,178.0,91.0,387.0,513.0,69.5,96.1,0.263,0.435,0.51,49.4,54.2,9.1,10.5,0.49,17.4,26.8,0.168,NA,NA,NA,2021
Columbia,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
Coppin State,22,9,13,0.409,-12.37,-6.06,8,4,5,3,4,9,1602.0,1741.0,880.0,627.0,1506.0,0.416,189.0,614.0,0.308,298.0,407.0,0.732,304.0,1027.0,306.0,159.0,62.0,357.0,451.0,79.3,99.7,0.27,0.408,0.512,56.3,48.8,9.1,9.5,0.479,17.4,32.5,0.198,NA,NA,NA,2021
Cornell,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
Dartmouth,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021
Delaware State,19,3,16,0.158,-24.09,-6.33,1,11,3,6,0,10,1345.0,1629.0,765.0,554.0,1183.0,0.468,161.0,452.0,0.356,360.0,509.0,0.707,223.0,781.0,300.0,161.0,77.0,280.0,349.0,77.1,110.4,0.43,0.382,0.572,53.5,54.2,10.9,11.1,0.536,16.4,32.0,0.304,NA,NA,NA,2021
Denver,21,2,19,0.095,-16.4,-5.8,1,13,2,10,0,9,1466.0,1662.0,850.0,560.0,1174.0,0.477,173.0,453.0,0.382,369.0,479.0,0.77,171.0,722.0,237.0,136.0,70.0,286.0,418.0,71.3,109.6,0.408,0.386,0.593,53.2,42.3,9.0,9.1,0.551,16.9,26.3,0.314,NA,NA,NA,2021
DePaul,19,5,14,0.263,2.67,8.83,2,13,2,8,2,5,1250.0,1367.0,770.0,470.0,1127.0,0.417,141.0,457.0,0.309,286.0,398.0,0.719,225.0,715.0,262.0,139.0,75.0,274.0,306.0,70.6,100.5,0.353,0.406,0.519,49.9,55.7,10.2,9.1,0.48,17.2,31.6,0.254,NA,NA,NA,2021
Detroit Mercy,22,12,10,0.545,-3.66,-6.21,10,6,7,5,5,5,1683.0,1627.0,885.0,607.0,1311.0,0.463,205.0,557.0,0.368,208.0,294.0,0.707,212.0,746.0,377.0,120.0,59.0,279.0,353.0,68.2,107.8,0.224,0.425,0.561,50.9,62.1,8.0,8.3,0.541,16.1,28.9,0.159,NA,NA,NA,2021
Utah Tech,21,8,13,0.381,-14.01,-3.43,4,10,5,7,3,6,1461.0,1603.0,840.0,581.0,1285.0,0.452,143.0,467.0,0.306,298.0,449.0,0.664,246.0,836.0,309.0,155.0,75.0,307.0,407.0,74.0,103.1,0.349,0.363,0.535,53.0,53.2,10.0,9.3,0.508,17.0,31.3,0.232,NA,NA,NA,2021
Duquesne,18,9,9,0.5,2.32,2.49,7,7,5,2,2,5,1205.0,1208.0,720.0,422.0,1011.0,0.417,112.0,395.0,0.284,252.0,359.0,0.702,193.0,649.0,240.0,122.0,56.0,241.0,298.0,68.4,98.2,0.355,0.391,0.511,49.8,56.9,9.9,8.5,0.473,16.9,30.1,0.249,NA,NA,NA,2021
East Carolina,19,8,11,0.421,1.0,3.83,2,10,7,6,1,4,1269.0,1291.0,765.0,437.0,1032.0,0.423,141.0,439.0,0.321,276.0,388.0,0.711,174.0,681.0,245.0,126.0,61.0,277.0,330.0,68.9,98.0,0.376,0.425,0.531,51.0,56.1,9.6,8.3,0.492,18.5,27.3,0.267,NA,NA,NA,2021
Eastern Illinois,27,9,18,0.333,-12.71,-7.19,6,14,5,7,4,11,1874.0,2023.0,1095.0,722.0,1601.0,0.451,217.0,597.0,0.363,362.0,497.0,0.728,276.0,985.0,400.0,200.0,80.0,361.0,408.0,70.2,105.3,0.31,0.373,0.551,51.1,55.4,10.4,7.6,0.519,16.4,29.5,0.226,NA,NA,NA,2021
Eastern Michigan,18,6,12,0.333,-14.23,-1.23,3,11,5,4,1,8,1267.0,1362.0,720.0,506.0,1057.0,0.479,169.0,455.0,0.371,181.0,268.0,0.675,176.0,679.0,320.0,108.0,41.0,278.0,297.0,71.4,106.0,0.254,0.43,0.575,53.3,63.2,8.4,6.2,0.559,19.0,29.3,0.171,NA,NA,NA,2021
Elon,19,10,9,0.526,-5.32,-4.43,4,7,4,2,3,6,1249.0,1235.0,760.0,421.0,985.0,0.427,129.0,405.0,0.319,264.0,402.0,0.657,136.0,635.0,185.0,119.0,62.0,235.0,301.0,66.8,97.3,0.408,0.411,0.525,49.3,43.9,9.4,10.2,0.493,16.7,21.9,0.268,NA,NA,NA,2021
Evansville,25,9,16,0.36,-4.85,-0.01,7,11,8,4,1,10,1619.0,1740.0,1015.0,645.0,1255.0,0.514,150.0,366.0,0.41,300.0,431.0,0.696,165.0,800.0,280.0,129.0,56.0,289.0,399.0,62.4,110.0,0.343,0.292,0.596,54.4,43.4,8.2,8.5,0.574,16.5,24.1,0.239,NA,NA,NA,2021
Fairfield,27,10,17,0.37,-11.46,-6.57,7,11,4,8,3,8,1668.0,1800.0,1090.0,663.0,1517.0,0.437,165.0,506.0,0.326,309.0,466.0,0.663,248.0,926.0,330.0,165.0,94.0,290.0,508.0,65.2,101.2,0.307,0.334,0.518,49.4,49.8,9.3,10.0,0.491,14.3,26.6,0.204,NA,NA,NA,2021
Florida A&M,20,8,12,0.4,-12.35,-9.55,7,5,4,1,4,10,1314.0,1370.0,800.0,496.0,1161.0,0.427,120.0,421.0,0.285,258.0,393.0,0.656,233.0,708.0,239.0,147.0,53.0,304.0,347.0,70.9,96.6,0.339,0.363,0.508,50.1,48.2,10.4,6.4,0.479,18.4,31.8,0.222,NA,NA,NA,2021
Florida Atlantic,23,13,10,0.565,-2.05,-4.94,7,5,7,1,4,7,1796.0,1537.0,925.0,533.0,1288.0,0.414,160.0,470.0,0.34,311.0,447.0,0.696,193.0,749.0,239.0,125.0,60.0,327.0,392.0,70.7,94.1,0.347,0.365,0.512,44.6,44.8,7.6,7.3,0.476,17.9,23.1,0.241,NA,NA,NA,2021
Florida International,26,9,17,0.346,-11.2,-3.24,2,15,7,8,2,9,1914.0,1985.0,1055.0,725.0,1535.0,0.472,175.0,486.0,0.36,360.0,505.0,0.713,285.0,995.0,335.0,183.0,72.0,431.0,393.0,72.8,103.4,0.329,0.317,0.559,54.0,46.2,9.5,9.1,0.529,19.5,32.4,0.235,NA,NA,NA,2021
Fordham,14,2,12,0.143,-11.69,3.09,2,11,2,5,0,6,725.0,932.0,560.0,332.0,763.0,0.435,122.0,365.0,0.334,146.0,212.0,0.689,140.0,539.0,217.0,95.0,37.0,173.0,209.0,64.2,103.7,0.278,0.478,0.54,56.5,65.4,10.6,8.8,0.515,16.7,30.4,0.191,NA,NA,NA,2021
Furman,25,16,9,0.64,5.99,-1.69,10,5,11,1,5,7,1990.0,1723.0,1005.0,635.0,1440.0,0.441,181.0,559.0,0.324,272.0,423.0,0.643,228.0,825.0,326.0,179.0,69.0,370.0,366.0,70.9,96.8,0.294,0.388,0.525,48.4,51.3,10.1,8.7,0.504,18.4,25.8,0.189,NA,NA,NA,2021
George Mason,22,13,9,0.591,1.91,0.48,8,6,7,3,3,4,1569.0,1538.0,905.0,558.0,1275.0,0.438,162.0,456.0,0.355,260.0,359.0,0.724,186.0,774.0,247.0,144.0,57.0,310.0,370.0,69.2,98.2,0.282,0.358,0.532,48.1,44.3,9.2,6.6,0.501,17.7,24.3,0.204,NA,NA,NA,2021
Georgia Southern,26,13,13,0.5,-10.22,-6.26,7,9,9,4,4,8,1860.0,1762.0,1070.0,622.0,1469.0,0.423,201.0,575.0,0.35,317.0,448.0,0.708,258.0,894.0,276.0,186.0,72.0,410.0,435.0,68.4,96.3,0.305,0.391,0.524,48.1,44.4,10.2,7.8,0.492,19.6,28.2,0.216,NA,NA,NA,2021
Grambling,24,12,12,0.5,-14.27,-12.49,9,6,6,4,5,7,1617.0,1649.0,965.0,558.0,1399.0,0.399,181.0,533.0,0.34,352.0,529.0,0.665,271.0,879.0,348.0,184.0,109.0,359.0,440.0,72.1,94.8,0.378,0.381,0.5,51.5,62.4,10.6,11.6,0.464,17.9,30.4,0.252,NA,NA,NA,2021
High Point,24,9,15,0.375,-10.78,-7.58,6,11,5,5,4,10,1600.0,1677.0,965.0,582.0,1312.0,0.444,209.0,589.0,0.355,304.0,447.0,0.68,225.0,817.0,339.0,150.0,102.0,326.0,462.0,67.4,103.1,0.341,0.449,0.55,49.0,58.2,9.2,10.6,0.523,17.6,28.2,0.232,NA,NA,NA,2021
Hofstra,23,13,10,0.565,-2.77,-2.94,8,6,7,3,5,6,1683.0,1679.0,925.0,618.0,1383.0,0.447,178.0,527.0,0.338,265.0,357.0,0.742,234.0,816.0,373.0,136.0,72.0,277.0,420.0,68.9,105.4,0.258,0.381,0.541,50.0,60.4,8.5,8.8,0.511,15.1,28.9,0.192,NA,NA,NA,2021
Houston Christian,25,6,19,0.24,-16.72,-5.72,4,11,4,6,1,12,1776.0,2007.0,1005.0,740.0,1573.0,0.47,208.0,605.0,0.344,319.0,444.0,0.718,281.0,952.0,393.0,224.0,79.0,356.0,446.0,74.2,107.6,0.282,0.385,0.563,52.9,53.1,12.0,8.8,0.537,16.6,31.2,0.203,NA,NA,NA,2021
Howard,5,1,4,0.2,-14.26,-2.51,0,0,1,1,0,0,363.0,424.0,200.0,156.0,333.0,0.468,49.0,137.0,0.358,63.0,101.0,0.624,60.0,198.0,98.0,41.0,15.0,44.0,97.0,73.1,115.8,0.303,0.411,0.556,52.8,62.8,11.2,9.4,0.542,10.4,30.6,0.189,NA,NA,NA,2021
Idaho State,24,13,11,0.542,-8.39,-5.71,8,6,8,3,5,5,1637.0,1481.0,970.0,524.0,1297.0,0.404,140.0,409.0,0.342,293.0,428.0,0.685,203.0,712.0,234.0,173.0,45.0,304.0,496.0,66.2,92.2,0.33,0.315,0.494,45.3,44.7,10.8,5.9,0.458,16.8,24.7,0.226,NA,NA,NA,2021
Idaho,22,1,21,0.045,-18.32,-2.91,1,17,1,9,0,11,1343.0,1682.0,890.0,588.0,1244.0,0.473,174.0,457.0,0.381,332.0,445.0,0.746,213.0,753.0,286.0,196.0,67.0,257.0,369.0,67.4,112.1,0.358,0.367,0.578,53.4,48.6,13.1,8.6,0.543,15.0,29.7,0.267,NA,NA,NA,2021
Illinois-Chicago,22,9,13,0.409,-12.06,-7.42,6,10,7,4,2,9,1489.0,1591.0,890.0,587.0,1333.0,0.44,107.0,356.0,0.301,310.0,452.0,0.686,219.0,818.0,261.0,141.0,55.0,220.0,326.0,69.6,102.7,0.339,0.267,0.514,51.6,44.5,9.1,7.3,0.48,12.4,27.3,0.233,NA,NA,NA,2021
Illinois State,25,7,18,0.28,-5.45,0.38,4,14,3,8,3,9,1799.0,1870.0,1015.0,692.0,1546.0,0.448,198.0,641.0,0.309,288.0,398.0,0.724,238.0,899.0,398.0,175.0,62.0,299.0,368.0,70.7,104.2,0.257,0.415,0.539,50.5,57.5,9.8,6.8,0.512,14.7,26.1,0.186,NA,NA,NA,2021
Incarnate Word,22,8,14,0.364,-15.91,-8.33,5,9,5,7,3,6,1495.0,1578.0,885.0,586.0,1264.0,0.464,126.0,412.0,0.306,280.0,408.0,0.686,227.0,769.0,313.0,147.0,67.0,283.0,385.0,68.2,104.6,0.323,0.326,0.541,52.9,53.4,9.7,9.2,0.513,16.3,30.6,0.222,NA,NA,NA,2021
Indiana State,25,15,10,0.6,2.04,1.91,11,7,9,3,5,6,1662.0,1645.0,1000.0,607.0,1347.0,0.451,174.0,512.0,0.34,257.0,368.0,0.698,212.0,832.0,332.0,129.0,66.0,367.0,444.0,66.8,98.6,0.273,0.38,0.54,51.1,54.7,7.7,7.4,0.515,19.4,26.5,0.191,NA,NA,NA,2021
Purdue-Fort Wayne,23,8,15,0.348,-12.15,-8.63,6,14,5,6,3,9,1728.0,1809.0,955.0,650.0,1416.0,0.459,187.0,557.0,0.336,322.0,431.0,0.747,242.0,741.0,325.0,179.0,54.0,282.0,364.0,69.4,109.1,0.304,0.393,0.558,50.7,50.0,10.8,7.2,0.525,14.8,30.8,0.227,NA,NA,NA,2021
IUPUI,18,8,10,0.444,-11.65,-7.03,7,9,4,5,4,5,1281.0,1364.0,720.0,493.0,1039.0,0.474,110.0,361.0,0.305,268.0,365.0,0.734,149.0,642.0,232.0,122.0,38.0,247.0,288.0,72.7,104.3,0.351,0.347,0.563,51.4,47.1,9.3,5.8,0.527,16.9,25.3,0.258,NA,NA,NA,2021
Jackson State,18,12,6,0.667,-11.27,-14.05,11,0,6,0,5,5,1181.0,1131.0,730.0,385.0,978.0,0.394,84.0,277.0,0.303,277.0,402.0,0.689,171.0,631.0,174.0,119.0,58.0,283.0,334.0,70.5,87.9,0.411,0.283,0.484,48.8,45.2,9.2,8.2,0.437,19.5,26.5,0.283,NA,NA,NA,2021
Jacksonville,24,11,13,0.458,-11.15,-6.74,5,9,7,5,4,8,1622.0,1668.0,965.0,615.0,1400.0,0.439,182.0,552.0,0.33,256.0,370.0,0.692,242.0,866.0,312.0,153.0,61.0,351.0,433.0,69.5,99.4,0.264,0.394,0.529,52.0,50.7,9.1,7.7,0.504,18.2,28.9,0.183,NA,NA,NA,2021
James Madison,20,13,7,0.65,-0.11,-3.17,8,2,10,3,3,3,1562.0,1409.0,800.0,480.0,1165.0,0.412,170.0,540.0,0.315,279.0,374.0,0.746,212.0,741.0,265.0,119.0,64.0,321.0,397.0,72.4,97.3,0.321,0.464,0.525,49.8,55.2,8.2,9.0,0.485,19.3,28.7,0.239,NA,NA,NA,2021
Kennesaw State,24,5,19,0.208,-14.15,-3.67,2,13,4,9,0,9,1571.0,1672.0,960.0,606.0,1341.0,0.452,142.0,448.0,0.317,318.0,440.0,0.723,185.0,814.0,250.0,166.0,58.0,306.0,417.0,69.7,99.9,0.328,0.334,0.539,50.0,41.3,9.9,7.0,0.505,16.5,23.6,0.237,NA,NA,NA,2021
La Salle,25,9,16,0.36,-3.57,2.85,6,11,6,3,3,11,1702.0,1838.0,1005.0,645.0,1418.0,0.455,175.0,534.0,0.328,373.0,502.0,0.743,243.0,881.0,367.0,180.0,73.0,342.0,362.0,69.7,105.0,0.354,0.377,0.555,51.5,56.9,10.3,8.3,0.517,17.1,29.0,0.263,NA,NA,NA,2021
Lamar,28,10,18,0.357,-13.1,-6.57,7,10,5,5,3,11,1843.0,2026.0,1130.0,747.0,1645.0,0.454,226.0,584.0,0.387,306.0,452.0,0.677,281.0,1030.0,420.0,195.0,92.0,394.0,474.0,69.8,102.7,0.275,0.355,0.545,51.6,56.2,9.9,7.9,0.523,17.5,28.7,0.186,NA,NA,NA,2021
Lehigh,15,4,11,0.267,-12.85,-4.58,4,10,1,5,3,6,1025.0,1149.0,605.0,412.0,879.0,0.469,111.0,303.0,0.366,214.0,288.0,0.743,120.0,533.0,212.0,106.0,49.0,182.0,241.0,71.3,106.5,0.328,0.345,0.566,50.6,51.5,9.8,7.3,0.532,15.2,23.8,0.243,NA,NA,NA,2021
Long Beach State,18,6,12,0.333,-8.5,-2.83,4,8,4,3,1,8,1328.0,1430.0,740.0,497.0,1159.0,0.429,151.0,441.0,0.342,285.0,405.0,0.704,222.0,710.0,250.0,136.0,53.0,242.0,351.0,74.2,104.1,0.349,0.381,0.529,53.0,50.3,9.9,7.6,0.494,15.2,31.5,0.246,NA,NA,NA,2021
Longwood,29,12,17,0.414,-7.93,-6.4,10,10,8,5,4,11,1920.0,1966.0,1160.0,692.0,1539.0,0.45,212.0,680.0,0.312,370.0,509.0,0.727,252.0,967.0,342.0,183.0,97.0,394.0,494.0,66.3,102.2,0.331,0.442,0.552,50.3,49.4,9.5,9.9,0.519,18.1,27.0,0.24,NA,NA,NA,2021
