School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION,YEAR
Saint Mary's (CA),34,26,8,0.765,12.27,5.24,11,5,14,3,6,3,2559.0,2276.0,1400.0,851.0,1882.0,0.452,204.0,603.0,0.338,370.0,517.0,0.716,254.0,1030.0,333.0,136.0,107.0,401.0,556.0,65.0,100.0,0.275,0.32,0.535,48.6,39.1,6.0,8.7,0.506,15.9,23.5,0.197,,,,2020
San Diego State,32,30,2,0.938,18.38,3.93,17,1,14,1,11,0,2395.0,1903.0,1280.0,659.0,1705.0,0.387,213.0,717.0,0.297,370.0,508.0,0.728,284.0,1015.0,352.0,175.0,61.0,452.0,559.0,66.1,90.0,0.298,0.421,0.489,47.5,53.4,8.3,5.8,0.449,18.8,25.6,0.217,,,,2020
Seton Hall,30,21,9,0.7,16.75,9.95,13,5,11,4,8,4,2241.0,2037.0,1200.0,717.0,1786.0,0.401,197.0,616.0,0.32,406.0,579.0,0.701,351.0,1099.0,348.0,192.0,92.0,414.0,538.0,71.0,95.7,0.324,0.345,0.494,49.7,48.5,9.0,8.8,0.457,16.7,30.4,0.227,,,,2020
South Carolina,31,18,13,0.581,10.27,6.43,10,8,12,5,6,6,2275.0,2156.0,1245.0,656.0,1669.0,0.393,197.0,665.0,0.296,647.0,886.0,0.73,315.0,1098.0,356.0,191.0,112.0,482.0,638.0,72.5,95.5,0.531,0.398,0.516,48.7,54.3,8.5,8.4,0.452,18.7,28.6,0.388,,,,2020
South Dakota State,32,22,10,0.688,2.29,-4.24,13,3,16,0,6,9,2493.0,2256.0,1295.0,840.0,1997.0,0.421,231.0,755.0,0.306,345.0,508.0,0.679,339.0,1082.0,369.0,211.0,102.0,357.0,590.0,69.8,99.8,0.254,0.378,0.504,46.9,43.9,9.3,8.6,0.478,13.8,26.9,0.173,,,,2020
Southern California,31,22,9,0.71,11.51,7.22,11,7,14,2,5,6,2179.0,2046.0,1255.0,723.0,1881.0,0.384,232.0,741.0,0.313,368.0,527.0,0.698,333.0,1088.0,369.0,245.0,91.0,398.0,575.0,70.0,93.2,0.28,0.394,0.48,47.7,51.0,11.2,7.5,0.446,15.7,27.9,0.196,,,,2020
Southern Methodist,30,19,11,0.633,7.97,3.5,9,9,15,2,4,9,2188.0,2054.0,1225.0,720.0,1723.0,0.418,255.0,741.0,0.344,359.0,486.0,0.739,309.0,973.0,429.0,212.0,90.0,377.0,514.0,66.0,101.7,0.282,0.43,0.526,47.0,59.6,10.5,9.2,0.492,16.2,29.0,0.208,,,,2020
Southern,32,17,15,0.531,-9.36,-9.49,13,5,11,1,5,14,2234.0,2147.0,1290.0,717.0,1647.0,0.435,168.0,532.0,0.316,545.0,801.0,0.68,255.0,994.0,308.0,186.0,108.0,461.0,592.0,69.5,95.8,0.486,0.323,0.529,47.2,43.0,8.3,8.3,0.486,18.5,25.0,0.331,,,,2020
St. Bonaventure,31,19,12,0.613,3.12,1.62,11,7,9,5,7,7,2143.0,2073.0,1250.0,716.0,1716.0,0.417,256.0,779.0,0.329,385.0,563.0,0.684,284.0,1032.0,436.0,169.0,93.0,373.0,488.0,66.3,100.1,0.328,0.454,0.523,47.7,60.9,8.2,7.8,0.492,15.8,26.2,0.224,,,,2020
St. John's (NY),32,17,15,0.531,10.71,7.68,5,13,13,6,1,8,2387.0,2290.0,1280.0,785.0,1892.0,0.415,253.0,799.0,0.317,467.0,685.0,0.682,379.0,1310.0,452.0,167.0,140.0,537.0,552.0,74.3,96.4,0.362,0.422,0.516,51.6,57.6,7.0,9.6,0.482,19.5,31.3,0.247,,,,2020
Stanford,32,20,12,0.625,13.35,6.38,9,9,14,4,4,6,2223.0,2000.0,1290.0,707.0,1765.0,0.401,195.0,659.0,0.296,391.0,561.0,0.697,316.0,1093.0,322.0,203.0,126.0,497.0,561.0,68.7,90.3,0.318,0.373,0.492,51.2,45.5,9.2,11.3,0.456,19.7,27.8,0.222,,,,2020
Stephen F. Austin,31,28,3,0.903,4.04,-6.89,19,1,16,1,12,2,2499.0,2077.0,1245.0,675.0,1594.0,0.423,210.0,613.0,0.343,517.0,713.0,0.725,273.0,930.0,356.0,237.0,109.0,669.0,675.0,74.8,89.3,0.447,0.385,0.537,44.5,52.7,10.2,8.3,0.489,25.7,26.6,0.324,,,,2020
Stony Brook,33,20,13,0.606,-2.41,-4.41,10,6,10,5,8,8,2283.0,2172.0,1330.0,764.0,1959.0,0.39,275.0,822.0,0.335,369.0,536.0,0.688,337.0,1175.0,438.0,205.0,92.0,436.0,565.0,69.9,93.4,0.274,0.42,0.491,48.2,57.3,8.8,8.5,0.46,16.5,26.9,0.188,,,,2020
Syracuse,32,18,14,0.563,12.32,7.26,10,10,11,7,6,5,2378.0,2216.0,1290.0,758.0,1868.0,0.406,288.0,895.0,0.322,412.0,564.0,0.73,385.0,1186.0,551.0,187.0,89.0,446.0,567.0,68.3,100.6,0.302,0.479,0.519,50.9,72.7,8.5,8.2,0.483,17.3,32.2,0.221,,,,2020
Temple,31,14,17,0.452,6.59,6.17,6,12,8,7,4,8,2117.0,2104.0,1255.0,737.0,1848.0,0.399,240.0,775.0,0.31,390.0,545.0,0.716,315.0,1182.0,421.0,200.0,131.0,410.0,525.0,70.6,94.9,0.295,0.419,0.499,50.3,57.1,9.0,10.9,0.464,16.3,26.7,0.211,,,,2020
Tennessee,31,17,14,0.548,11.18,8.3,9,9,11,6,4,7,2079.0,1990.0,1240.0,685.0,1704.0,0.402,195.0,590.0,0.331,425.0,602.0,0.706,327.0,1036.0,306.0,236.0,93.0,404.0,604.0,66.6,96.4,0.353,0.346,0.5,49.2,44.7,11.4,8.8,0.459,16.9,30.1,0.249,,,,2020
Texas A&M,30,16,14,0.533,4.93,6.96,10,8,11,6,5,4,1894.0,1955.0,1205.0,679.0,1659.0,0.409,273.0,834.0,0.327,324.0,432.0,0.75,325.0,1031.0,434.0,200.0,117.0,444.0,575.0,65.7,98.7,0.26,0.503,0.524,50.3,63.9,10.1,12.6,0.492,19.2,31.8,0.195,,,,2020
TCU,32,16,16,0.5,9.86,10.09,7,11,14,5,1,9,2093.0,2079.0,1295.0,758.0,1748.0,0.434,208.0,589.0,0.353,355.0,535.0,0.664,322.0,1079.0,473.0,205.0,128.0,451.0,493.0,65.7,97.8,0.306,0.337,0.519,49.1,62.4,9.6,12.6,0.493,18.4,29.8,0.203,,,,2020
Texas Southern,32,16,16,0.5,-10.37,-6.05,12,6,11,1,5,15,2335.0,2431.0,1295.0,858.0,1964.0,0.437,237.0,691.0,0.343,478.0,663.0,0.721,349.0,1179.0,455.0,245.0,131.0,478.0,676.0,74.6,100.6,0.338,0.352,0.533,49.4,53.0,10.1,9.5,0.497,17.3,29.7,0.243,,,,2020
Texas Tech,31,18,13,0.581,16.83,8.41,9,9,13,4,3,7,2230.0,1969.0,1260.0,683.0,1680.0,0.407,185.0,599.0,0.309,413.0,595.0,0.694,312.0,1035.0,301.0,195.0,100.0,497.0,589.0,68.2,91.6,0.354,0.357,0.502,50.0,44.1,9.1,9.1,0.462,20.2,29.3,0.246,,,,2020
Texas,31,19,12,0.613,10.47,9.6,9,9,11,6,6,5,1989.0,1962.0,1240.0,710.0,1676.0,0.424,152.0,472.0,0.322,390.0,591.0,0.66,332.0,1098.0,310.0,199.0,95.0,427.0,441.0,66.2,95.6,0.353,0.282,0.501,52.7,43.7,9.7,9.6,0.469,17.9,31.9,0.233,,,,2020
Troy,31,9,22,0.29,-9.01,-1.32,5,15,6,9,3,13,2131.0,2276.0,1250.0,787.0,1768.0,0.445,238.0,705.0,0.338,464.0,663.0,0.7,319.0,1171.0,442.0,210.0,113.0,452.0,552.0,70.8,102.8,0.375,0.399,0.546,50.8,56.2,9.5,10.7,0.512,17.8,29.5,0.262,,,,2020
Tulsa,31,21,10,0.677,7.92,3.59,13,5,15,2,6,7,2103.0,1969.0,1260.0,690.0,1735.0,0.398,239.0,800.0,0.299,350.0,491.0,0.713,311.0,1063.0,369.0,224.0,108.0,455.0,589.0,67.1,93.2,0.283,0.461,0.5,49.9,53.5,10.6,9.9,0.467,18.8,28.0,0.202,,,,2020
UCLA,31,19,12,0.613,9.83,8.23,12,6,13,4,5,5,2153.0,2079.0,1250.0,710.0,1656.0,0.429,235.0,627.0,0.375,424.0,583.0,0.727,260.0,961.0,337.0,178.0,94.0,403.0,577.0,66.5,100.1,0.352,0.379,0.538,45.8,47.5,8.6,8.1,0.5,17.3,25.3,0.256,,,,2020
Utah State,34,26,8,0.765,13.66,4.04,12,6,15,1,4,6,2600.0,2179.0,1375.0,778.0,1987.0,0.392,264.0,841.0,0.314,359.0,515.0,0.697,278.0,1063.0,379.0,227.0,108.0,420.0,654.0,68.9,92.0,0.259,0.423,0.488,43.4,48.7,9.6,8.8,0.458,15.8,21.4,0.181,,,,2020
Utah,31,16,15,0.516,8.47,7.86,7,11,12,2,1,10,2199.0,2180.0,1260.0,818.0,1857.0,0.44,231.0,656.0,0.352,313.0,428.0,0.731,298.0,1025.0,415.0,207.0,119.0,377.0,587.0,67.7,102.3,0.23,0.353,0.529,48.1,50.7,9.7,11.3,0.503,15.5,26.9,0.169,,,,2020
Valparaiso,35,19,16,0.543,1.44,1.17,9,9,11,2,4,10,2530.0,2494.0,1420.0,908.0,1998.0,0.454,251.0,694.0,0.362,427.0,618.0,0.691,323.0,1248.0,472.0,221.0,91.0,496.0,563.0,69.5,101.1,0.309,0.347,0.544,51.1,52.0,9.0,7.3,0.517,17.8,27.1,0.214,,,,2020
Vanderbilt,32,11,21,0.344,3.16,6.41,3,15,10,10,1,9,2295.0,2399.0,1290.0,846.0,1811.0,0.467,215.0,613.0,0.351,492.0,667.0,0.738,311.0,1156.0,429.0,181.0,129.0,443.0,646.0,70.0,106.2,0.368,0.338,0.564,52.8,50.7,8.0,13.0,0.527,17.2,29.4,0.272,,,,2020
Vermont,33,26,7,0.788,6.07,-4.84,14,2,13,3,12,3,2361.0,1963.0,1320.0,673.0,1773.0,0.38,232.0,732.0,0.317,385.0,541.0,0.712,268.0,1074.0,338.0,189.0,83.0,422.0,572.0,66.5,89.4,0.305,0.413,0.484,47.0,50.2,8.6,7.8,0.445,17.2,23.0,0.217,,,,2020
Villanova,31,24,7,0.774,16.84,10.03,13,5,12,3,9,3,2269.0,2058.0,1245.0,784.0,1822.0,0.43,188.0,579.0,0.325,302.0,430.0,0.702,271.0,1060.0,373.0,176.0,98.0,355.0,503.0,67.6,97.8,0.236,0.318,0.508,48.8,47.6,8.4,10.3,0.482,14.9,24.4,0.166,,,,2020
Virginia Commonwealth,31,18,13,0.581,9.66,4.08,8,10,14,4,4,7,2193.0,2020.0,1245.0,702.0,1661.0,0.423,195.0,578.0,0.337,421.0,596.0,0.706,315.0,1123.0,369.0,206.0,98.0,527.0,526.0,69.2,93.8,0.359,0.348,0.52,51.9,52.6,9.6,8.7,0.481,21.3,30.1,0.253,,,,2020
Virginia Tech,32,16,16,0.5,8.22,6.16,7,13,12,6,3,7,2194.0,2128.0,1310.0,771.0,1852.0,0.416,254.0,788.0,0.322,332.0,484.0,0.686,289.0,1190.0,411.0,132.0,102.0,382.0,447.0,66.1,98.2,0.261,0.425,0.511,52.3,53.3,6.1,10.4,0.485,15.5,25.5,0.179,,,,2020
Virginia,30,23,7,0.767,12.16,7.5,15,5,14,3,7,4,1711.0,1571.0,1215.0,573.0,1553.0,0.369,194.0,662.0,0.293,231.0,336.0,0.688,237.0,916.0,271.0,199.0,82.0,352.0,417.0,60.2,85.8,0.216,0.426,0.459,47.2,47.3,10.9,8.6,0.431,17.0,23.3,0.149,,,,2020
Wake Forest,31,13,18,0.419,6.69,8.14,6,14,9,5,1,11,2276.0,2321.0,1260.0,819.0,1869.0,0.438,220.0,660.0,0.333,463.0,658.0,0.704,300.0,1086.0,408.0,233.0,111.0,337.0,629.0,70.8,104.1,0.352,0.353,0.532,48.1,49.8,10.5,9.4,0.497,13.4,26.0,0.248,,,,2020
Washington,32,15,17,0.469,12.41,8.25,5,13,10,7,3,7,2259.0,2126.0,1290.0,732.0,1920.0,0.381,229.0,734.0,0.312,433.0,602.0,0.719,394.0,1142.0,442.0,217.0,66.0,438.0,599.0,70.2,93.9,0.314,0.382,0.482,50.3,60.4,9.6,6.1,0.441,16.6,31.8,0.226,,,,2020
Weber State,32,12,20,0.375,-8.32,-0.66,8,12,8,6,4,9,2225.0,2280.0,1290.0,867.0,1941.0,0.447,235.0,661.0,0.356,311.0,436.0,0.713,294.0,1107.0,455.0,196.0,82.0,375.0,525.0,68.7,102.9,0.225,0.341,0.531,52.0,52.5,8.8,7.1,0.507,14.9,27.1,0.16,,,,2020
West Virginia,31,21,10,0.677,18.51,10.64,9,9,14,2,4,8,2179.0,1935.0,1245.0,655.0,1677.0,0.391,181.0,629.0,0.288,444.0,621.0,0.715,299.0,1003.0,312.0,227.0,104.0,484.0,666.0,69.4,89.6,0.37,0.375,0.491,44.4,47.6,10.5,8.1,0.445,19.7,27.6,0.265,,,,2020
Western Michigan,32,13,19,0.406,-5.42,-0.25,6,12,10,5,3,12,2220.0,2306.0,1295.0,833.0,1923.0,0.433,238.0,720.0,0.331,402.0,584.0,0.688,336.0,1174.0,391.0,201.0,97.0,368.0,615.0,69.0,103.2,0.304,0.374,0.524,51.2,46.9,9.0,8.7,0.495,14.3,28.5,0.209,,,,2020
Wichita State,31,23,8,0.742,13.66,5.6,11,7,17,2,5,5,2227.0,1977.0,1250.0,669.0,1713.0,0.391,182.0,603.0,0.302,457.0,657.0,0.696,268.0,1072.0,314.0,193.0,124.0,443.0,575.0,70.7,89.5,0.384,0.352,0.488,46.8,46.9,8.7,10.8,0.444,17.9,24.1,0.267,,,,2020
Winthrop,34,24,10,0.706,1.16,-6.53,15,3,11,4,10,6,2765.0,2431.0,1375.0,833.0,1909.0,0.436,235.0,729.0,0.322,530.0,793.0,0.668,295.0,1127.0,421.0,219.0,111.0,497.0,693.0,72.6,97.4,0.415,0.382,0.532,44.8,50.5,8.8,9.3,0.498,17.9,23.9,0.278,,,,2020
Wisconsin,31,21,10,0.677,15.95,10.95,14,6,15,1,6,6,2082.0,1927.0,1245.0,717.0,1747.0,0.41,188.0,568.0,0.331,305.0,442.0,0.69,280.0,1070.0,342.0,154.0,92.0,339.0,518.0,64.4,96.1,0.253,0.325,0.492,50.4,47.7,7.7,9.6,0.464,14.8,25.9,0.175,,,,2020
Wofford,35,19,16,0.543,0.17,-1.5,8,10,10,5,6,10,2523.0,2399.0,1415.0,843.0,1915.0,0.44,276.0,827.0,0.334,437.0,610.0,0.716,272.0,1086.0,427.0,211.0,84.0,434.0,556.0,66.9,101.4,0.319,0.432,0.544,49.8,50.7,8.9,8.2,0.512,16.4,24.9,0.228,,,,2020
Wright State,32,25,7,0.781,2.46,-6.21,15,3,14,2,9,3,2580.0,2264.0,1295.0,842.0,2026.0,0.416,200.0,665.0,0.301,380.0,534.0,0.712,369.0,1187.0,339.0,201.0,93.0,455.0,647.0,73.1,95.6,0.264,0.328,0.497,48.1,40.3,8.5,7.0,0.465,16.6,29.3,0.188,,,,2020
Wyoming,33,9,24,0.273,-3.05,4.82,2,16,4,13,3,8,2070.0,2308.0,1335.0,795.0,1837.0,0.433,252.0,764.0,0.33,466.0,671.0,0.694,318.0,1265.0,399.0,198.0,84.0,424.0,580.0,67.6,102.4,0.365,0.416,0.535,56.5,50.2,8.8,9.0,0.501,16.4,28.2,0.254,,,,2020
Xavier,32,19,13,0.594,12.57,9.47,8,10,12,5,5,6,2261.0,2162.0,1305.0,776.0,1900.0,0.408,210.0,689.0,0.305,400.0,550.0,0.727,328.0,1127.0,385.0,225.0,108.0,420.0,575.0,69.1,95.8,0.289,0.363,0.5,47.6,49.6,10.0,8.7,0.464,16.3,27.6,0.211,,,,2020
Yale,30,23,7,0.767,6.63,-1.51,11,3,10,1,11,6,2289.0,1954.0,1240.0,704.0,1774.0,0.397,222.0,718.0,0.309,324.0,449.0,0.722,237.0,961.0,358.0,202.0,90.0,364.0,521.0,68.2,92.4,0.253,0.405,0.492,45.2,50.9,9.6,8.9,0.459,15.5,21.0,0.183,,,,2020
Abilene Christian,29,24,5,0.828,6.27,-6.37,13,2,13,0,5,4,2196.0,1753.0,1160.0,601.0,1488.0,0.404,161.0,520.0,0.31,390.0,573.0,0.681,263.0,985.0,299.0,189.0,110.0,578.0,580.0,72.0,84.0,0.385,0.349,0.498,48.5,49.8,9.1,9.9,0.458,24.7,26.8,0.262,14.0,R32,EAST,2021
UAB,29,22,7,0.759,5.8,-3.83,13,5,15,2,6,4,2105.0,1748.0,1160.0,633.0,1566.0,0.404,181.0,569.0,0.318,301.0,434.0,0.694,252.0,994.0,310.0,122.0,105.0,478.0,477.0,68.9,87.4,0.277,0.363,0.493,48.3,49.0,6.1,8.3,0.462,21.2,25.1,0.192,,,,2021
Alabama,33,26,7,0.788,19.58,10.01,16,2,12,1,7,3,2629.0,2313.0,1325.0,837.0,2053.0,0.408,205.0,704.0,0.291,434.0,630.0,0.689,378.0,1254.0,368.0,261.0,161.0,506.0,599.0,74.7,93.5,0.307,0.343,0.492,48.3,44.0,10.6,14.2,0.458,17.7,28.8,0.211,2.0,S16,EAST,2021
Albany (NY),16,7,9,0.438,-4.53,-5.22,6,6,4,5,2,4,1110.0,1099.0,640.0,402.0,894.0,0.45,114.0,330.0,0.345,181.0,262.0,0.691,139.0,522.0,196.0,90.0,64.0,233.0,295.0,69.7,98.6,0.293,0.369,0.54,52.1,48.8,8.1,11.0,0.513,18.6,27.3,0.202,,,,2021
American,10,4,6,0.4,-6.32,-1.82,4,5,2,2,2,4,691.0,736.0,420.0,268.0,584.0,0.459,50.0,172.0,0.291,150.0,224.0,0.67,106.0,351.0,117.0,85.0,25.0,125.0,156.0,67.5,103.8,0.384,0.295,0.533,51.8,43.7,12.0,7.8,0.502,15.3,29.9,0.257,,,,2021
Appalachian State,29,17,12,0.586,-5.84,-5.72,7,8,9,4,4,7,2039.0,1860.0,1185.0,689.0,1648.0,0.418,202.0,622.0,0.325,280.0,394.0,0.711,269.0,1020.0,346.0,164.0,125.0,405.0,507.0,66.8,94.0,0.239,0.377,0.507,49.2,50.2,8.3,13.1,0.479,18.1,26.8,0.17,16.0,R68,WEST,2021
Arizona State,25,11,14,0.44,7.48,10.24,7,10,7,6,2,6,1858.0,1927.0,1010.0,671.0,1460.0,0.46,192.0,530.0,0.362,393.0,527.0,0.746,257.0,990.0,373.0,139.0,80.0,380.0,455.0,72.6,105.1,0.361,0.363,0.563,55.4,55.6,7.6,8.2,0.525,18.2,30.0,0.269,,,,2021
Arizona,26,17,9,0.654,15.02,8.18,11,9,12,4,5,5,1961.0,1783.0,1050.0,631.0,1470.0,0.429,184.0,539.0,0.341,337.0,477.0,0.706,220.0,812.0,292.0,140.0,72.0,322.0,524.0,68.4,99.3,0.324,0.367,0.525,44.9,46.3,7.8,7.0,0.492,16.0,24.1,0.229,,,,2021
Little Rock,26,11,15,0.423,-6.36,-5.4,7,11,7,4,2,8,1786.0,1782.0,1050.0,645.0,1476.0,0.437,201.0,581.0,0.346,291.0,402.0,0.724,241.0,820.0,347.0,172.0,77.0,362.0,486.0,67.9,99.9,0.272,0.394,0.535,47.7,53.8,9.6,8.3,0.505,17.8,27.4,0.197,,,,2021
Arkansas,32,25,7,0.781,17.8,7.18,13,4,16,1,5,4,2604.0,2264.0,1285.0,813.0,1958.0,0.415,248.0,738.0,0.336,390.0,568.0,0.687,313.0,1144.0,393.0,209.0,116.0,483.0,607.0,75.1,93.9,0.29,0.377,0.508,47.4,48.3,8.7,8.5,0.479,17.8,26.0,0.199,3.0,E8,SOUTH,2021
Auburn,27,13,14,0.481,10.02,9.28,7,11,8,5,3,8,2084.0,2064.0,1090.0,748.0,1708.0,0.438,198.0,606.0,0.327,370.0,540.0,0.685,329.0,980.0,340.0,236.0,101.0,369.0,535.0,73.4,103.1,0.316,0.355,0.525,48.0,45.5,11.8,11.5,0.496,15.8,31.5,0.217,,,,2021
Austin Peay,27,14,13,0.519,-6.66,-8.22,10,10,8,5,4,6,2007.0,1890.0,1090.0,687.0,1457.0,0.472,194.0,541.0,0.359,322.0,477.0,0.675,249.0,856.0,312.0,210.0,70.0,436.0,489.0,69.0,100.4,0.327,0.371,0.561,47.9,45.4,11.2,6.7,0.538,20.6,29.7,0.221,,,,2021
Baylor,30,28,2,0.933,24.83,7.4,13,1,11,0,7,1,2487.0,1964.0,1205.0,711.0,1642.0,0.433,185.0,563.0,0.329,357.0,514.0,0.695,298.0,951.0,368.0,167.0,123.0,510.0,493.0,69.6,93.7,0.313,0.343,0.521,46.8,51.8,8.0,10.6,0.489,21.3,29.7,0.217,1.0,Champion,SOUTH,2021
Belmont,30,26,4,0.867,3.46,-8.71,18,2,11,1,10,2,2439.0,2074.0,1205.0,773.0,1813.0,0.426,223.0,660.0,0.338,305.0,448.0,0.681,307.0,1054.0,386.0,189.0,110.0,441.0,489.0,71.9,95.8,0.247,0.364,0.512,49.6,49.9,8.7,10.6,0.488,17.9,27.5,0.168,,,,2021
Boise State,28,19,9,0.679,9.75,1.71,14,6,11,1,6,6,2122.0,1868.0,1125.0,684.0,1588.0,0.431,182.0,551.0,0.33,318.0,437.0,0.728,223.0,914.0,313.0,149.0,68.0,401.0,540.0,70.2,94.5,0.275,0.347,0.52,47.9,45.8,7.5,6.8,0.488,18.3,23.1,0.2,,,,2021
Bradley,28,12,16,0.429,0.32,1.17,6,12,8,6,2,9,1948.0,1864.0,1130.0,654.0,1570.0,0.417,253.0,683.0,0.37,303.0,457.0,0.663,258.0,944.0,361.0,182.0,59.0,336.0,395.0,66.4,99.4,0.291,0.435,0.522,47.7,55.2,9.7,5.7,0.497,15.8,25.6,0.193,,,,2021
Brigham Young,27,20,7,0.741,15.19,7.23,10,3,11,2,7,2,2109.0,1853.0,1095.0,669.0,1628.0,0.411,188.0,570.0,0.33,327.0,480.0,0.681,239.0,877.0,312.0,169.0,54.0,306.0,500.0,70.2,96.5,0.295,0.35,0.499,45.3,46.6,8.8,5.5,0.469,14.2,22.9,0.201,6.0,R64,EAST,2021
Bucknell,12,5,7,0.417,-7.78,-5.36,4,6,2,3,3,4,899.0,928.0,480.0,334.0,763.0,0.438,89.0,247.0,0.36,171.0,223.0,0.767,128.0,443.0,184.0,84.0,38.0,138.0,210.0,73.1,105.8,0.292,0.324,0.534,52.4,55.1,9.6,9.1,0.496,13.7,28.3,0.224,,,,2021
Buffalo,25,16,9,0.64,6.5,-1.58,12,5,8,3,5,3,2034.0,1823.0,1010.0,663.0,1599.0,0.415,151.0,526.0,0.287,346.0,452.0,0.765,265.0,890.0,326.0,161.0,76.0,327.0,426.0,74.2,97.3,0.283,0.329,0.503,44.9,49.2,8.6,6.6,0.462,15.3,26.8,0.216,,,,2021
Butler,25,10,15,0.4,4.76,9.92,8,12,8,4,1,9,1588.0,1717.0,1015.0,633.0,1362.0,0.465,179.0,512.0,0.35,272.0,388.0,0.701,194.0,848.0,345.0,128.0,92.0,307.0,418.0,65.1,103.9,0.285,0.376,0.555,51.2,54.5,7.7,11.0,0.53,16.6,25.2,0.2,,,,2021
Cal Poly,24,4,20,0.167,-13.69,-1.56,1,15,3,8,0,11,1475.0,1700.0,965.0,597.0,1358.0,0.44,161.0,456.0,0.353,345.0,487.0,0.708,239.0,899.0,309.0,174.0,76.0,308.0,413.0,68.5,102.9,0.359,0.336,0.535,53.6,51.8,10.5,9.2,0.499,16.2,28.8,0.254,,,,2021
Cal State Bakersfield,26,15,11,0.577,-0.13,-2.38,11,7,9,2,6,8,1811.0,1665.0,1045.0,556.0,1303.0,0.427,183.0,534.0,0.343,370.0,524.0,0.706,209.0,746.0,313.0,151.0,75.0,369.0,419.0,65.7,97.1,0.402,0.41,0.536,43.8,56.3,8.8,6.7,0.497,19.2,25.5,0.284,,,,2021
Cal State Fullerton,16,6,10,0.375,-6.32,-3.05,5,9,5,4,1,5,1232.0,1257.0,645.0,467.0,982.0,0.476,133.0,339.0,0.392,190.0,268.0,0.709,158.0,579.0,269.0,109.0,53.0,222.0,306.0,72.7,107.3,0.273,0.345,0.567,52.4,57.6,9.3,8.7,0.543,16.7,29.0,0.193,,,,2021
UC Davis,18,10,8,0.556,-5.83,-4.24,7,5,4,3,4,3,1295.0,1289.0,735.0,448.0,962.0,0.466,118.0,337.0,0.35,275.0,385.0,0.714,155.0,597.0,238.0,112.0,61.0,307.0,358.0,70.7,99.3,0.4,0.35,0.563,51.1,53.1,8.6,8.7,0.527,21.1,27.4,0.286,,,,2021
UC Irvine,27,18,9,0.667,3.46,-0.86,13,4,10,1,6,6,1950.0,1712.0,1090.0,603.0,1559.0,0.387,204.0,624.0,0.327,302.0,430.0,0.702,236.0,862.0,333.0,190.0,64.0,358.0,459.0,69.2,90.8,0.276,0.4,0.485,44.6,55.2,10.1,5.2,0.452,16.9,23.6,0.194,,,,2021
UC Santa Barbara,27,22,5,0.815,7.8,-2.08,15,3,11,0,8,4,2051.0,1696.0,1090.0,623.0,1480.0,0.421,157.0,475.0,0.331,293.0,393.0,0.746,202.0,803.0,288.0,124.0,58.0,373.0,479.0,67.2,92.6,0.266,0.321,0.509,45.8,46.2,6.8,5.7,0.474,18.3,22.4,0.198,12.0,R64,WEST,2021
California,29,9,20,0.31,4.89,9.75,3,17,6,8,1,11,1897.0,2008.0,1160.0,723.0,1557.0,0.464,190.0,508.0,0.374,372.0,521.0,0.714,220.0,941.0,372.0,178.0,82.0,336.0,494.0,66.3,104.5,0.335,0.326,0.556,50.6,51.5,9.3,9.0,0.525,15.7,24.4,0.239,,,,2021
Central Florida,23,11,12,0.478,5.94,8.15,8,10,6,3,4,8,1546.0,1597.0,925.0,564.0,1311.0,0.43,165.0,504.0,0.327,304.0,440.0,0.691,252.0,801.0,321.0,159.0,61.0,307.0,378.0,68.0,101.6,0.336,0.384,0.525,51.1,56.9,10.1,8.1,0.493,16.8,31.5,0.232,,,,2021
Chattanooga,26,18,8,0.692,-1.54,-2.92,9,7,9,3,9,4,1888.0,1801.0,1050.0,688.0,1510.0,0.456,178.0,537.0,0.331,247.0,351.0,0.704,215.0,907.0,338.0,135.0,98.0,344.0,415.0,68.6,99.9,0.232,0.356,0.537,50.7,49.1,7.5,10.7,0.515,17.0,24.5,0.164,,,,2021
Cincinnati,23,12,11,0.522,3.99,7.21,8,6,5,5,5,5,1585.0,1659.0,920.0,568.0,1300.0,0.437,153.0,456.0,0.336,370.0,492.0,0.752,199.0,795.0,319.0,158.0,84.0,305.0,401.0,71.3,101.2,0.378,0.351,0.541,48.9,56.2,9.6,10.3,0.496,16.6,25.3,0.285,,,,2021
Clemson,24,16,8,0.667,12.49,9.49,10,6,11,1,2,5,1558.0,1486.0,965.0,529.0,1265.0,0.418,173.0,518.0,0.334,255.0,366.0,0.697,212.0,787.0,269.0,157.0,74.0,338.0,366.0,64.9,95.0,0.289,0.409,0.516,50.1,50.9,10.0,9.9,0.487,19.0,26.9,0.202,7.0,R64,MIDWEST,2021
Cleveland State,27,19,8,0.704,-5.12,-4.82,16,4,9,2,8,5,1914.0,1922.0,1105.0,651.0,1532.0,0.425,199.0,649.0,0.307,421.0,576.0,0.731,309.0,956.0,342.0,173.0,78.0,373.0,449.0,67.6,103.0,0.376,0.424,0.532,50.6,52.5,9.3,7.6,0.49,17.1,32.2,0.275,15.0,R64,MIDWEST,2021
