School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON,REGION,YEAR
Nevada,37,29,8,0.784,14.44,4.93,15,3,14,1,11,3,3055.0,2703.0,1500.0,974.0,2248.0,0.433,275.0,868.0,0.317,480.0,677.0,0.709,393.0,1347.0,480.0,165.0,105.0,474.0,710.0,70.5,102.2,0.301,0.386,0.526,50.6,49.3,6.2,7.9,0.494,15.6,28.7,0.214,7.0,S16,SOUTH,2018
New Mexico State,34,28,6,0.824,9.06,-1.1,12,2,14,1,8,3,2572.0,2183.0,1365.0,763.0,1919.0,0.398,222.0,715.0,0.31,435.0,612.0,0.711,282.0,1103.0,320.0,166.0,82.0,463.0,603.0,70.1,91.3,0.319,0.373,0.494,44.0,41.9,6.9,6.2,0.455,17.3,22.4,0.227,12.0,R64,MIDWEST,2018
New Mexico,34,19,15,0.559,5.81,3.3,12,6,13,4,4,8,2795.0,2641.0,1365.0,931.0,1925.0,0.484,228.0,603.0,0.378,551.0,766.0,0.719,334.0,1217.0,461.0,201.0,113.0,562.0,683.0,73.6,105.1,0.398,0.313,0.577,53.1,49.5,8.0,10.4,0.543,19.7,30.6,0.286,,,,2018
New Orleans,33,16,17,0.485,-9.01,-5.78,11,7,10,3,5,13,2297.0,2322.0,1325.0,822.0,1780.0,0.462,226.0,609.0,0.371,452.0,645.0,0.701,321.0,1074.0,458.0,242.0,115.0,507.0,659.0,68.7,102.0,0.362,0.342,0.556,48.8,55.7,10.6,8.5,0.525,19.5,29.9,0.254,,,,2018
Norfolk State,33,14,19,0.424,-12.99,-10.19,11,5,8,6,5,11,2399.0,2417.0,1325.0,781.0,1870.0,0.418,296.0,829.0,0.357,559.0,789.0,0.708,344.0,1177.0,476.0,180.0,113.0,495.0,595.0,72.3,101.0,0.422,0.443,0.538,48.1,60.9,7.5,8.8,0.497,18.1,28.6,0.299,,,,2018
UNC Asheville,34,21,13,0.618,-3.92,-3.58,13,5,14,2,7,10,2557.0,2499.0,1385.0,884.0,1963.0,0.45,260.0,759.0,0.343,471.0,665.0,0.708,311.0,1120.0,471.0,216.0,97.0,446.0,575.0,69.5,103.8,0.339,0.387,0.548,49.3,53.3,9.0,8.0,0.517,16.4,26.3,0.24,,,,2018
North Carolina Central,35,19,16,0.543,-13.18,-12.31,9,7,12,2,3,13,2520.0,2425.0,1405.0,846.0,2030.0,0.417,259.0,786.0,0.33,474.0,663.0,0.715,359.0,1168.0,462.0,181.0,105.0,423.0,546.0,68.8,100.4,0.327,0.387,0.517,46.6,54.6,7.5,7.4,0.481,15.3,28.0,0.233,16.0,R68,WEST,2018
UNC Greensboro,35,27,8,0.771,4.54,-3.87,15,3,16,1,8,6,2562.0,2189.0,1430.0,729.0,1794.0,0.406,229.0,727.0,0.315,502.0,692.0,0.725,264.0,1070.0,348.0,245.0,79.0,528.0,579.0,66.9,91.5,0.386,0.405,0.516,45.0,47.7,10.2,6.9,0.47,19.9,22.9,0.28,13.0,R64,WEST,2018
NC State,33,21,12,0.636,12.91,6.7,11,7,16,3,4,5,2682.0,2477.0,1325.0,908.0,1952.0,0.465,199.0,629.0,0.316,462.0,657.0,0.703,363.0,1164.0,457.0,205.0,131.0,487.0,599.0,72.1,103.7,0.337,0.322,0.547,49.7,50.3,8.6,9.7,0.516,17.7,31.9,0.237,9.0,R64,MIDWEST,2018
UNC Wilmington,32,11,21,0.344,-7.52,-1.15,7,11,8,5,2,11,2542.0,2668.0,1305.0,940.0,1970.0,0.477,298.0,770.0,0.387,490.0,707.0,0.693,285.0,1151.0,447.0,182.0,93.0,374.0,614.0,73.4,111.5,0.359,0.391,0.579,46.8,47.6,7.6,6.6,0.553,14.0,24.8,0.249,,,,2018
North Carolina,37,26,11,0.703,20.07,11.78,11,7,12,3,6,5,3018.0,2711.0,1485.0,972.0,2297.0,0.423,357.0,940.0,0.38,410.0,597.0,0.687,362.0,1216.0,541.0,228.0,176.0,433.0,657.0,71.7,101.8,0.26,0.409,0.525,43.6,55.7,8.6,11.2,0.501,14.4,25.5,0.178,2.0,R32,WEST,2018
North Dakota State,32,15,17,0.469,-1.86,-1.58,5,9,8,6,5,10,2382.0,2264.0,1285.0,799.0,1872.0,0.427,223.0,646.0,0.345,443.0,595.0,0.745,273.0,1061.0,337.0,189.0,85.0,325.0,517.0,68.8,102.5,0.318,0.345,0.525,49.1,42.2,8.6,8.5,0.486,13.1,23.9,0.237,,,,2018
North Dakota,32,12,20,0.375,-7.63,-0.19,6,12,7,6,2,13,2427.0,2612.0,1305.0,942.0,1923.0,0.49,251.0,671.0,0.374,477.0,652.0,0.732,314.0,1204.0,444.0,224.0,74.0,474.0,615.0,73.2,109.3,0.339,0.349,0.585,55.0,47.1,9.4,6.2,0.555,17.5,29.3,0.248,,,,2018
North Florida,33,14,19,0.424,-11.4,-1.74,7,7,10,2,4,17,2668.0,2873.0,1325.0,1120.0,2350.0,0.477,230.0,673.0,0.342,403.0,549.0,0.734,452.0,1340.0,581.0,278.0,112.0,353.0,544.0,75.6,114.8,0.234,0.286,0.55,53.6,51.9,11.1,10.1,0.526,11.9,34.8,0.171,,,,2018
North Texas,38,20,18,0.526,1.16,-0.4,8,10,14,6,6,11,2828.0,2703.0,1540.0,922.0,2165.0,0.426,263.0,803.0,0.328,596.0,833.0,0.715,328.0,1300.0,424.0,222.0,156.0,474.0,717.0,69.9,100.4,0.385,0.371,0.528,47.3,46.0,8.2,11.2,0.487,15.6,24.2,0.275,,,,2018
Northeastern,33,23,10,0.697,3.64,-1.61,14,4,12,2,9,5,2472.0,2270.0,1335.0,834.0,1861.0,0.448,158.0,529.0,0.299,444.0,599.0,0.741,280.0,1035.0,345.0,200.0,81.0,412.0,589.0,68.0,100.0,0.322,0.284,0.529,48.9,41.4,8.8,8.3,0.491,16.1,25.3,0.239,,,,2018
Northern Iowa,32,16,16,0.5,4.0,3.87,7,11,12,4,1,9,2056.0,1990.0,1285.0,723.0,1740.0,0.416,239.0,664.0,0.36,305.0,422.0,0.723,234.0,1055.0,346.0,195.0,109.0,356.0,564.0,64.3,96.4,0.243,0.382,0.513,48.8,47.9,9.4,10.6,0.484,15.5,21.7,0.175,,,,2018
Northern Kentucky,32,22,10,0.688,4.83,-4.07,15,3,12,2,8,6,2486.0,2112.0,1280.0,752.0,1840.0,0.409,205.0,662.0,0.31,403.0,576.0,0.7,304.0,1058.0,359.0,180.0,113.0,450.0,547.0,70.7,93.4,0.313,0.36,0.5,47.4,47.7,8.0,9.9,0.464,17.6,25.9,0.219,,,,2018
Northwestern,32,15,17,0.469,9.63,8.37,6,12,11,6,3,9,2203.0,2127.0,1290.0,729.0,1669.0,0.437,227.0,636.0,0.357,442.0,621.0,0.712,278.0,1043.0,440.0,187.0,107.0,403.0,547.0,65.3,101.0,0.372,0.381,0.542,49.6,60.4,8.9,9.8,0.505,17.0,27.3,0.265,,,,2018
Notre Dame,36,21,15,0.583,13.64,7.92,8,10,11,6,5,7,2698.0,2471.0,1455.0,923.0,2176.0,0.424,286.0,817.0,0.35,339.0,480.0,0.706,380.0,1243.0,507.0,182.0,135.0,397.0,570.0,66.5,102.1,0.221,0.375,0.514,48.4,54.9,7.5,10.4,0.49,14.2,28.8,0.156,,,,2018
Ohio State,34,25,9,0.735,17.67,9.02,15,3,16,2,6,2,2591.0,2297.0,1375.0,811.0,1944.0,0.417,272.0,775.0,0.351,403.0,574.0,0.702,302.0,1078.0,405.0,174.0,90.0,418.0,598.0,67.9,98.4,0.295,0.399,0.518,46.4,49.9,7.5,6.9,0.487,15.9,24.9,0.207,5.0,R32,WEST,2018
Ohio,31,14,17,0.452,-2.52,-1.65,7,11,11,5,2,10,2334.0,2353.0,1280.0,839.0,1943.0,0.432,249.0,772.0,0.323,426.0,567.0,0.751,305.0,1200.0,389.0,189.0,109.0,415.0,551.0,72.6,101.3,0.292,0.397,0.532,51.6,46.4,8.1,8.8,0.496,15.8,26.0,0.219,,,,2018
Oklahoma State,36,21,15,0.583,12.45,9.12,8,10,15,6,3,7,2757.0,2637.0,1450.0,916.0,2094.0,0.437,264.0,720.0,0.367,541.0,745.0,0.726,400.0,1292.0,466.0,224.0,104.0,521.0,681.0,70.8,102.7,0.356,0.344,0.539,48.9,50.9,8.7,7.6,0.5,17.5,31.1,0.258,,,,2018
Oklahoma,32,18,14,0.563,13.81,10.56,8,10,13,2,2,9,2718.0,2614.0,1295.0,964.0,2178.0,0.443,293.0,810.0,0.362,393.0,559.0,0.703,383.0,1237.0,471.0,215.0,141.0,415.0,574.0,76.5,105.6,0.257,0.372,0.535,50.2,48.9,8.7,11.5,0.51,14.5,30.1,0.18,10.0,R64,MIDWEST,2018
Old Dominion,32,25,7,0.781,9.27,-1.27,15,3,12,2,10,3,2347.0,2010.0,1290.0,707.0,1735.0,0.407,241.0,713.0,0.338,355.0,525.0,0.676,294.0,1079.0,417.0,148.0,90.0,462.0,556.0,66.6,93.6,0.303,0.411,0.506,47.2,59.0,6.9,7.2,0.477,18.9,26.1,0.205,,,,2018
Oral Roberts,32,11,21,0.344,-6.66,1.05,5,9,8,5,3,14,2332.0,2484.0,1310.0,902.0,1940.0,0.465,261.0,731.0,0.357,419.0,586.0,0.715,337.0,1122.0,531.0,200.0,116.0,350.0,526.0,68.0,111.6,0.302,0.377,0.56,47.8,58.9,9.0,8.5,0.532,13.6,30.1,0.216,,,,2018
Oregon State,32,16,16,0.5,7.31,4.56,7,11,12,4,1,9,2339.0,2251.0,1300.0,765.0,1771.0,0.432,226.0,650.0,0.348,495.0,677.0,0.731,317.0,1030.0,382.0,199.0,110.0,408.0,630.0,67.4,102.7,0.382,0.367,0.538,47.9,49.9,9.1,9.2,0.496,16.3,28.7,0.28,,,,2018
Oregon,36,23,13,0.639,10.7,4.84,10,8,16,3,4,7,2817.0,2606.0,1460.0,881.0,2033.0,0.433,285.0,801.0,0.356,559.0,738.0,0.757,325.0,1153.0,449.0,191.0,108.0,482.0,663.0,69.6,102.6,0.363,0.394,0.547,47.7,51.0,7.5,8.7,0.503,16.8,26.7,0.275,,,,2018
Pennsylvania,33,24,9,0.727,2.24,-3.16,12,2,11,3,9,4,2506.0,2274.0,1355.0,816.0,1971.0,0.414,192.0,651.0,0.295,450.0,613.0,0.734,275.0,1192.0,323.0,174.0,97.0,406.0,609.0,70.2,95.6,0.311,0.33,0.503,49.0,39.6,7.3,8.7,0.463,15.2,22.3,0.228,16.0,R64,MIDWEST,2018
Pittsburgh,32,8,24,0.25,-1.87,8.48,0,18,7,11,0,10,1985.0,2316.0,1290.0,831.0,1894.0,0.439,235.0,704.0,0.334,419.0,592.0,0.708,390.0,1205.0,483.0,214.0,134.0,329.0,514.0,65.7,109.3,0.313,0.372,0.532,54.5,58.1,10.1,15.3,0.501,13.1,33.9,0.221,,,,2018
Prairie View,34,16,18,0.471,-10.13,-7.71,12,6,10,2,5,15,2559.0,2609.0,1370.0,879.0,1877.0,0.468,230.0,690.0,0.333,621.0,899.0,0.691,371.0,1251.0,437.0,211.0,116.0,563.0,697.0,72.6,104.9,0.479,0.368,0.566,51.4,49.7,8.5,9.0,0.53,19.6,32.3,0.331,,,,2018
Princeton,29,13,16,0.448,-2.44,-1.97,5,9,7,5,5,9,2106.0,2083.0,1200.0,738.0,1644.0,0.449,218.0,614.0,0.355,389.0,521.0,0.747,231.0,987.0,332.0,154.0,90.0,336.0,498.0,66.4,104.6,0.317,0.373,0.551,51.0,45.0,7.7,10.1,0.515,15.1,24.1,0.237,,,,2018
Providence,35,21,14,0.6,11.12,10.23,10,8,13,4,4,7,2575.0,2544.0,1425.0,913.0,2054.0,0.444,240.0,746.0,0.322,478.0,654.0,0.731,357.0,1268.0,444.0,227.0,128.0,469.0,675.0,69.5,102.8,0.318,0.363,0.538,50.4,48.6,9.2,9.4,0.503,16.6,28.9,0.233,10.0,R64,WEST,2018
Purdue,37,30,7,0.811,23.41,8.74,15,3,16,1,8,2,2974.0,2431.0,1485.0,907.0,2197.0,0.413,251.0,755.0,0.332,366.0,531.0,0.689,376.0,1204.0,443.0,190.0,94.0,448.0,688.0,68.1,96.2,0.242,0.344,0.496,48.2,48.8,7.5,7.5,0.47,15.5,27.8,0.167,2.0,S16,EAST,2018
Radford,36,23,13,0.639,-2.62,-4.09,12,6,12,2,7,10,2422.0,2336.0,1465.0,819.0,1897.0,0.432,261.0,745.0,0.35,437.0,582.0,0.751,317.0,1135.0,413.0,198.0,120.0,469.0,601.0,63.4,100.6,0.307,0.393,0.537,47.7,50.4,8.5,9.9,0.501,17.7,27.7,0.23,16.0,R64,EAST,2018
Rhode Island,34,26,8,0.765,11.81,4.61,15,3,15,1,7,4,2583.0,2338.0,1370.0,811.0,1792.0,0.453,182.0,549.0,0.332,534.0,728.0,0.734,303.0,1170.0,397.0,187.0,105.0,536.0,591.0,69.2,98.6,0.406,0.306,0.547,50.0,49.0,7.9,7.4,0.503,20.0,28.0,0.298,7.0,R32,MIDWEST,2018
Robert Morris,33,16,17,0.485,-7.98,-6.1,9,9,4,6,9,11,2272.0,2334.0,1325.0,833.0,1858.0,0.448,210.0,640.0,0.328,458.0,672.0,0.682,357.0,1218.0,408.0,215.0,124.0,525.0,587.0,70.8,99.5,0.362,0.344,0.536,50.9,49.0,9.2,10.3,0.505,19.4,31.3,0.247,,,,2018
Rutgers,34,15,19,0.441,5.5,6.84,3,15,13,9,0,9,2216.0,2204.0,1375.0,785.0,1898.0,0.414,231.0,722.0,0.32,403.0,575.0,0.701,341.0,1221.0,427.0,191.0,147.0,473.0,627.0,66.9,95.9,0.303,0.38,0.508,48.1,54.4,8.3,9.5,0.474,17.9,28.2,0.212,,,,2018
Saint Joseph's,32,16,16,0.5,3.78,1.9,10,8,10,3,4,9,2371.0,2311.0,1290.0,831.0,1980.0,0.42,305.0,905.0,0.337,344.0,487.0,0.706,296.0,1236.0,486.0,152.0,116.0,374.0,583.0,71.2,100.6,0.246,0.457,0.523,50.7,58.5,6.6,9.7,0.497,14.5,24.5,0.174,,,,2018
Saint Louis,33,17,16,0.515,2.58,2.92,9,9,12,6,3,7,2170.0,2157.0,1325.0,749.0,1750.0,0.428,222.0,634.0,0.35,437.0,601.0,0.727,293.0,1052.0,422.0,187.0,110.0,398.0,635.0,64.7,100.6,0.343,0.362,0.53,47.0,56.3,8.7,9.5,0.491,16.4,26.8,0.25,,,,2018
Saint Mary's (CA),36,30,6,0.833,12.86,0.33,16,2,18,2,11,1,2772.0,2321.0,1455.0,883.0,1999.0,0.442,200.0,619.0,0.323,355.0,495.0,0.717,265.0,988.0,424.0,197.0,106.0,345.0,589.0,63.6,100.3,0.248,0.31,0.519,44.9,48.0,8.5,8.3,0.492,13.4,22.5,0.178,,,,2018
San Diego State,33,22,11,0.667,12.23,3.91,11,7,13,2,5,7,2545.0,2240.0,1320.0,795.0,1908.0,0.417,251.0,767.0,0.327,399.0,549.0,0.727,297.0,1077.0,440.0,201.0,109.0,443.0,636.0,70.4,96.5,0.288,0.402,0.516,46.3,55.3,8.7,8.7,0.482,17.0,25.1,0.209,11.0,R64,WEST,2018
Seton Hall,34,22,12,0.647,15.67,10.11,10,8,14,3,5,6,2701.0,2512.0,1370.0,903.0,2057.0,0.439,262.0,776.0,0.338,444.0,613.0,0.724,347.0,1149.0,442.0,201.0,111.0,431.0,664.0,71.1,103.2,0.298,0.377,0.535,46.9,48.9,8.3,8.0,0.503,15.5,28.1,0.216,8.0,R32,MIDWEST,2018
South Carolina,33,17,16,0.515,9.45,9.23,7,11,10,5,4,8,2313.0,2277.0,1330.0,749.0,1765.0,0.424,222.0,667.0,0.333,557.0,769.0,0.724,304.0,1116.0,380.0,244.0,173.0,487.0,684.0,69.7,98.3,0.436,0.378,0.534,47.6,50.7,10.5,14.5,0.487,18.6,27.2,0.316,,,,2018
South Dakota State,35,28,7,0.8,6.84,-0.38,13,1,15,0,8,5,2958.0,2599.0,1415.0,955.0,2235.0,0.427,291.0,875.0,0.333,398.0,554.0,0.718,305.0,1243.0,410.0,172.0,91.0,371.0,670.0,72.3,101.6,0.248,0.391,0.52,47.8,42.9,6.7,7.5,0.492,12.9,22.5,0.178,12.0,R64,WEST,2018
Southern California,36,24,12,0.667,12.81,6.29,12,6,13,5,6,5,2798.0,2563.0,1460.0,936.0,2124.0,0.441,294.0,835.0,0.352,397.0,564.0,0.704,358.0,1219.0,496.0,187.0,105.0,483.0,631.0,68.7,102.2,0.266,0.393,0.536,49.3,53.0,7.5,7.6,0.51,16.8,28.8,0.187,,,,2018
Southern Methodist,33,17,16,0.515,9.08,3.66,6,12,13,5,2,8,2293.0,2114.0,1320.0,744.0,1763.0,0.422,259.0,766.0,0.338,367.0,539.0,0.681,346.0,1096.0,475.0,159.0,111.0,461.0,550.0,64.4,99.4,0.306,0.434,0.524,49.7,63.8,7.5,10.1,0.495,18.6,31.7,0.208,,,,2018
Southern,33,15,18,0.455,-14.54,-9.57,10,8,11,3,4,14,2279.0,2369.0,1330.0,814.0,1927.0,0.422,236.0,701.0,0.337,505.0,716.0,0.705,352.0,1207.0,398.0,199.0,133.0,410.0,656.0,69.8,102.1,0.372,0.364,0.522,48.4,48.9,8.6,9.4,0.484,15.3,29.3,0.262,,,,2018
St. Bonaventure,34,26,8,0.765,8.87,2.61,14,4,13,1,9,4,2620.0,2407.0,1380.0,807.0,1917.0,0.421,266.0,829.0,0.321,527.0,737.0,0.715,353.0,1186.0,463.0,181.0,133.0,488.0,663.0,69.4,100.6,0.384,0.432,0.531,49.5,57.4,7.6,10.2,0.49,17.7,29.0,0.275,11.0,R64,EAST,2018
St. John's (NY),33,16,17,0.485,10.29,10.69,4,14,9,7,2,7,2412.0,2397.0,1345.0,807.0,1922.0,0.42,304.0,824.0,0.369,479.0,653.0,0.734,378.0,1306.0,472.0,180.0,78.0,535.0,587.0,71.1,100.3,0.34,0.429,0.537,54.1,58.5,7.5,6.0,0.499,19.3,31.5,0.249,,,,2018
Stanford,35,19,16,0.543,8.08,7.14,11,7,14,5,4,7,2655.0,2622.0,1410.0,954.0,2202.0,0.433,279.0,794.0,0.351,435.0,644.0,0.675,359.0,1170.0,455.0,237.0,155.0,405.0,700.0,72.2,103.1,0.292,0.361,0.523,46.1,47.7,9.3,11.3,0.497,13.9,27.0,0.198,,,,2018
Stephen F. Austin,35,28,7,0.8,2.66,-6.47,14,4,16,1,9,5,2819.0,2386.0,1400.0,768.0,1796.0,0.428,246.0,689.0,0.357,604.0,878.0,0.688,325.0,1124.0,450.0,260.0,126.0,691.0,717.0,73.8,92.4,0.489,0.384,0.539,47.4,58.6,10.1,8.9,0.496,23.8,27.8,0.336,14.0,R64,EAST,2018
Stony Brook,32,13,19,0.406,-5.08,-2.28,7,9,7,7,6,11,2205.0,2249.0,1290.0,761.0,1740.0,0.437,220.0,627.0,0.351,507.0,720.0,0.704,306.0,1143.0,371.0,220.0,130.0,478.0,593.0,69.6,100.2,0.414,0.36,0.54,49.8,48.8,9.8,11.7,0.501,18.7,28.0,0.291,,,,2018
Syracuse,37,23,14,0.622,12.89,10.02,8,10,14,5,4,6,2466.0,2360.0,1500.0,801.0,2046.0,0.391,289.0,910.0,0.318,469.0,642.0,0.731,400.0,1237.0,591.0,228.0,116.0,469.0,679.0,64.2,98.0,0.314,0.445,0.502,47.4,73.8,9.5,8.7,0.462,16.6,30.0,0.229,11.0,S16,MIDWEST,2018
Temple,33,17,16,0.515,7.25,7.79,8,10,8,5,4,10,2308.0,2326.0,1330.0,836.0,1907.0,0.438,229.0,706.0,0.324,425.0,600.0,0.708,376.0,1257.0,441.0,172.0,100.0,418.0,479.0,67.5,103.7,0.315,0.37,0.531,52.9,52.8,7.7,8.2,0.498,16.0,32.4,0.223,,,,2018
Tennessee,35,26,9,0.743,18.2,10.12,13,5,13,2,8,4,2584.0,2301.0,1410.0,784.0,1917.0,0.409,222.0,699.0,0.318,511.0,720.0,0.71,383.0,1194.0,383.0,194.0,112.0,484.0,674.0,67.1,97.3,0.376,0.365,0.509,48.6,48.9,8.2,8.7,0.467,17.6,30.9,0.267,3.0,R32,SOUTH,2018
Texas A&M,35,22,13,0.629,15.3,10.62,9,9,13,3,4,7,2631.0,2467.0,1400.0,892.0,2186.0,0.408,268.0,821.0,0.326,415.0,603.0,0.688,378.0,1222.0,512.0,227.0,135.0,379.0,616.0,70.9,99.5,0.276,0.376,0.499,45.7,57.4,9.2,9.5,0.469,13.3,27.1,0.19,7.0,S16,WEST,2018
TCU,33,21,12,0.636,16.38,9.68,9,9,15,3,3,7,2708.0,2487.0,1345.0,894.0,1958.0,0.457,262.0,697.0,0.376,437.0,598.0,0.731,291.0,1001.0,511.0,206.0,141.0,410.0,612.0,70.0,105.7,0.305,0.356,0.555,45.5,57.2,8.8,11.0,0.523,15.5,25.9,0.223,6.0,R64,MIDWEST,2018
Texas Southern,36,16,20,0.444,-7.53,-5.53,12,6,8,2,5,17,2787.0,2859.0,1450.0,1048.0,2320.0,0.452,280.0,764.0,0.366,483.0,724.0,0.667,442.0,1381.0,569.0,191.0,145.0,426.0,757.0,72.7,108.5,0.312,0.329,0.537,51.5,54.3,7.2,10.9,0.512,13.8,32.2,0.208,16.0,R64,WEST,2018
Texas Tech,37,27,10,0.73,19.38,9.6,11,7,17,1,4,6,2759.0,2397.0,1490.0,806.0,2008.0,0.401,249.0,770.0,0.323,536.0,762.0,0.703,368.0,1199.0,377.0,222.0,138.0,554.0,766.0,68.3,94.2,0.379,0.383,0.506,47.4,46.8,8.7,9.9,0.463,18.9,28.5,0.267,3.0,E8,EAST,2018
Texas,34,19,15,0.559,13.96,10.67,8,10,13,4,3,7,2450.0,2338.0,1410.0,861.0,2028.0,0.425,237.0,714.0,0.332,379.0,532.0,0.712,353.0,1216.0,420.0,181.0,100.0,425.0,606.0,66.9,99.2,0.262,0.352,0.513,50.0,48.8,7.7,8.0,0.483,15.7,29.2,0.187,10.0,R64,SOUTH,2018
Troy,33,16,17,0.485,-1.5,-2.12,9,9,10,4,4,10,2475.0,2408.0,1330.0,865.0,1993.0,0.434,255.0,748.0,0.341,423.0,607.0,0.697,354.0,1202.0,406.0,209.0,84.0,386.0,575.0,69.9,103.7,0.305,0.375,0.528,50.2,46.9,9.0,7.9,0.498,14.5,28.8,0.212,,,,2018
Tulsa,31,19,12,0.613,4.96,2.38,12,6,13,2,4,7,2277.0,2197.0,1255.0,793.0,1888.0,0.42,282.0,821.0,0.343,329.0,478.0,0.688,350.0,1085.0,442.0,197.0,117.0,382.0,625.0,68.1,102.9,0.253,0.435,0.519,48.0,55.7,9.2,11.5,0.495,15.3,29.6,0.174,,,,2018
UCLA,33,21,12,0.636,12.07,6.86,11,7,14,2,3,7,2679.0,2507.0,1350.0,891.0,2105.0,0.423,287.0,829.0,0.346,438.0,625.0,0.701,347.0,1195.0,451.0,201.0,81.0,351.0,630.0,71.4,104.0,0.297,0.394,0.522,48.2,50.6,8.3,6.7,0.491,12.8,26.8,0.208,11.0,R68,EAST,2018
Utah State,34,17,17,0.5,2.31,2.65,8,10,11,4,2,12,2489.0,2466.0,1365.0,868.0,1932.0,0.449,261.0,726.0,0.36,469.0,631.0,0.743,300.0,1143.0,452.0,218.0,97.0,411.0,609.0,68.8,105.0,0.327,0.376,0.552,50.3,52.1,9.3,9.4,0.517,15.6,26.3,0.243,,,,2018
Utah,35,23,12,0.657,11.39,6.39,11,7,15,3,6,6,2571.0,2396.0,1410.0,855.0,2043.0,0.419,264.0,786.0,0.336,422.0,589.0,0.716,360.0,1211.0,406.0,212.0,105.0,415.0,679.0,67.2,101.1,0.288,0.385,0.516,50.8,47.5,8.9,10.2,0.483,15.2,28.4,0.207,,,,2018
Valparaiso,32,15,17,0.469,0.63,0.93,6,12,8,4,3,12,2252.0,2182.0,1280.0,732.0,1739.0,0.421,192.0,611.0,0.314,526.0,741.0,0.71,309.0,1075.0,406.0,201.0,88.0,450.0,606.0,69.8,97.7,0.426,0.351,0.522,49.1,55.5,9.0,7.9,0.476,17.7,27.3,0.302,,,,2018
Vanderbilt,32,12,20,0.375,8.52,10.14,6,12,11,7,1,10,2316.0,2368.0,1290.0,841.0,1806.0,0.466,210.0,562.0,0.374,476.0,660.0,0.721,293.0,1065.0,393.0,155.0,133.0,316.0,572.0,66.5,110.4,0.365,0.311,0.559,49.6,46.7,7.2,13.9,0.524,13.0,27.6,0.264,,,,2018
Vermont,35,27,8,0.771,4.9,-3.16,15,1,12,2,12,5,2587.0,2277.0,1400.0,844.0,1928.0,0.438,248.0,726.0,0.342,341.0,478.0,0.713,255.0,1007.0,417.0,195.0,110.0,386.0,698.0,65.3,99.7,0.248,0.377,0.528,46.5,49.4,8.5,9.5,0.502,15.2,22.2,0.177,,,,2018
Villanova,40,36,4,0.9,26.64,10.24,14,4,12,1,9,3,3463.0,2807.0,1615.0,1028.0,2401.0,0.428,272.0,858.0,0.317,479.0,641.0,0.747,378.0,1306.0,532.0,193.0,105.0,512.0,698.0,70.1,99.2,0.267,0.357,0.519,47.6,51.8,6.8,8.2,0.485,15.9,26.5,0.2,1.0,Champions,EAST,2018
Virginia Commonwealth,33,18,15,0.545,3.55,2.43,9,9,11,7,5,5,2507.0,2470.0,1335.0,897.0,1992.0,0.45,258.0,736.0,0.351,418.0,585.0,0.715,318.0,1155.0,470.0,230.0,87.0,425.0,552.0,71.4,103.7,0.294,0.369,0.544,49.0,52.4,9.7,7.0,0.515,15.8,27.0,0.21,,,,2018
Virginia Tech,33,21,12,0.636,14.35,6.71,10,8,14,4,6,5,2634.0,2382.0,1335.0,844.0,1965.0,0.43,292.0,842.0,0.347,402.0,577.0,0.697,346.0,1130.0,460.0,174.0,124.0,433.0,572.0,69.9,102.1,0.294,0.428,0.532,51.2,54.5,7.5,11.1,0.504,16.2,29.4,0.205,8.0,R64,EAST,2018
Virginia,34,31,3,0.912,22.2,9.05,17,1,16,1,10,1,2283.0,1836.0,1365.0,647.0,1703.0,0.38,215.0,694.0,0.31,327.0,447.0,0.732,280.0,1048.0,308.0,130.0,87.0,432.0,510.0,60.6,88.8,0.262,0.408,0.479,48.8,47.6,6.3,7.3,0.443,18.4,25.5,0.192,1.0,R64,SOUTH,2018
Wake Forest,31,11,20,0.355,7.76,8.79,4,14,7,9,3,8,2273.0,2305.0,1240.0,770.0,1751.0,0.44,265.0,702.0,0.377,500.0,683.0,0.732,296.0,1064.0,440.0,202.0,112.0,380.0,548.0,69.9,106.4,0.39,0.401,0.555,49.0,57.1,9.3,9.5,0.515,15.5,27.7,0.286,,,,2018
Washington,34,21,13,0.618,7.62,6.06,10,8,16,4,4,6,2535.0,2481.0,1375.0,887.0,1983.0,0.447,236.0,704.0,0.335,472.0,682.0,0.692,392.0,1200.0,533.0,207.0,113.0,513.0,656.0,70.7,102.1,0.344,0.355,0.538,51.9,60.1,8.5,8.7,0.507,18.2,33.3,0.238,,,,2018
Weber State,31,20,11,0.645,0.02,-2.87,13,5,12,3,7,4,2434.0,2195.0,1255.0,794.0,1851.0,0.429,199.0,601.0,0.331,408.0,587.0,0.695,298.0,1070.0,381.0,183.0,73.0,369.0,567.0,70.0,99.9,0.317,0.325,0.515,50.7,48.0,8.3,7.0,0.483,14.8,25.8,0.22,,,,2018
